layer,source,target,weight
phy,phy:u14,phy:u04,0.10909090909090909
phy,phy:u14,phy:u05,0.2545454545454545
phy,phy:u14,phy:u07,0.14545454545454545
phy,phy:u14,phy:u08,0.14545454545454545
phy,phy:u14,phy:u09,0.23636363636363636
phy,phy:u14,phy:u10,0.14545454545454545
phy,phy:u14,phy:u15,0.01818181818181818
phy,phy:u14,phy:u16,0.10909090909090909
phy,phy:u14,phy:u18,0.10909090909090909
phy,phy:u14,phy:u19,0.14545454545454545
phy,phy:u14,phy:u22,0.01818181818181818
phy,phy:u14,phy:u24,0.05454545454545454
phy,phy:u14,phy:u25,0.07272727272727272
phy,phy:u14,phy:u27,0.09090909090909091
phy,phy:u14,phy:u30,0.36363636363636365
phy,phy:u14,phy:u32,0.09090909090909091
phy,phy:u14,phy:u33,0.07272727272727272
phy,phy:u14,phy:u46,0.18181818181818182
phy,phy:u14,phy:u49,0.09090909090909091
phy,phy:u14,phy:u54,0.16363636363636364
phy,phy:u14,phy:u57,0.01818181818181818
phy,phy:u14,phy:u59,0.14545454545454545
phy,phy:u15,phy:u01,0.23636363636363636
phy,phy:u15,phy:u02,0.2727272727272727
phy,phy:u15,phy:u04,0.5454545454545454
phy,phy:u15,phy:u05,0.21818181818181817
phy,phy:u15,phy:u07,0.23636363636363636
phy,phy:u15,phy:u08,0.18181818181818182
phy,phy:u15,phy:u09,0.32727272727272727
phy,phy:u15,phy:u10,0.01818181818181818
phy,phy:u15,phy:u14,0.01818181818181818
phy,phy:u15,phy:u16,0.6
phy,phy:u15,phy:u18,0.2
phy,phy:u15,phy:u19,0.09090909090909091
phy,phy:u15,phy:u22,0.4
phy,phy:u15,phy:u24,0.38181818181818183
phy,phy:u15,phy:u25,0.09090909090909091
phy,phy:u15,phy:u27,0.14545454545454545
phy,phy:u15,phy:u30,0.41818181818181815
phy,phy:u15,phy:u32,0.07272727272727272
phy,phy:u15,phy:u33,0.05454545454545454
phy,phy:u15,phy:u43,0.509090909090909
phy,phy:u15,phy:u46,0.34545454545454546
phy,phy:u15,phy:u47,0.01818181818181818
phy,phy:u15,phy:u49,0.43636363636363634
phy,phy:u15,phy:u54,0.2
phy,phy:u15,phy:u57,0.34545454545454546
phy,phy:u15,phy:u59,0.5454545454545454
phy,phy:u16,phy:u01,0.05454545454545454
phy,phy:u16,phy:u02,0.5818181818181818
phy,phy:u16,phy:u04,0.7090909090909091
phy,phy:u16,phy:u05,0.21818181818181817
phy,phy:u16,phy:u07,0.2
phy,phy:u16,phy:u08,0.09090909090909091
phy,phy:u16,phy:u09,0.7636363636363637
phy,phy:u16,phy:u10,0.10909090909090909
phy,phy:u16,phy:u12,0.05454545454545454
phy,phy:u16,phy:u14,0.10909090909090909
phy,phy:u16,phy:u15,0.6
phy,phy:u16,phy:u18,0.16363636363636364
phy,phy:u16,phy:u19,0.16363636363636364
phy,phy:u16,phy:u22,0.23636363636363636
phy,phy:u16,phy:u24,0.2545454545454545
phy,phy:u16,phy:u25,0.10909090909090909
phy,phy:u16,phy:u27,0.09090909090909091
phy,phy:u16,phy:u30,0.5636363636363636
phy,phy:u16,phy:u32,0.21818181818181817
phy,phy:u16,phy:u33,0.09090909090909091
phy,phy:u16,phy:u43,0.3090909090909091
phy,phy:u16,phy:u46,0.12727272727272726
phy,phy:u16,phy:u49,0.18181818181818182
phy,phy:u16,phy:u54,0.18181818181818182
phy,phy:u16,phy:u57,0.7636363636363637
phy,phy:u16,phy:u59,0.4909090909090909
phy,phy:u18,phy:u01,0.14545454545454545
phy,phy:u18,phy:u02,0.2
phy,phy:u18,phy:u04,0.18181818181818182
phy,phy:u18,phy:u05,0.01818181818181818
phy,phy:u18,phy:u07,0.10909090909090909
phy,phy:u18,phy:u08,0.10909090909090909
phy,phy:u18,phy:u09,0.2727272727272727
phy,phy:u18,phy:u10,0.07272727272727272
phy,phy:u18,phy:u12,0.05454545454545454
phy,phy:u18,phy:u14,0.10909090909090909
phy,phy:u18,phy:u15,0.2
phy,phy:u18,phy:u16,0.16363636363636364
phy,phy:u18,phy:u19,0.18181818181818182
phy,phy:u18,phy:u22,0.05454545454545454
phy,phy:u18,phy:u24,0.18181818181818182
phy,phy:u18,phy:u25,0.07272727272727272
phy,phy:u18,phy:u27,0.21818181818181817
phy,phy:u18,phy:u30,0.21818181818181817
phy,phy:u18,phy:u32,0.09090909090909091
phy,phy:u18,phy:u43,0.07272727272727272
phy,phy:u18,phy:u46,0.03636363636363636
phy,phy:u18,phy:u47,0.03636363636363636
phy,phy:u18,phy:u49,0.07272727272727272
phy,phy:u18,phy:u54,0.14545454545454545
phy,phy:u18,phy:u57,0.18181818181818182
phy,phy:u18,phy:u59,0.18181818181818182
phy,phy:u19,phy:u01,0.05454545454545454
phy,phy:u19,phy:u02,0.2727272727272727
phy,phy:u19,phy:u04,0.4727272727272727
phy,phy:u19,phy:u05,0.34545454545454546
phy,phy:u19,phy:u07,0.05454545454545454
phy,phy:u19,phy:u08,0.14545454545454545
phy,phy:u19,phy:u09,0.6
phy,phy:u19,phy:u10,0.05454545454545454
phy,phy:u19,phy:u12,0.03636363636363636
phy,phy:u19,phy:u14,0.14545454545454545
phy,phy:u19,phy:u15,0.09090909090909091
phy,phy:u19,phy:u16,0.16363636363636364
phy,phy:u19,phy:u18,0.18181818181818182
phy,phy:u19,phy:u22,0.01818181818181818
phy,phy:u19,phy:u24,0.10909090909090909
phy,phy:u19,phy:u25,0.10909090909090909
phy,phy:u19,phy:u27,0.2
phy,phy:u19,phy:u30,0.5636363636363636
phy,phy:u19,phy:u32,0.16363636363636364
phy,phy:u19,phy:u33,0.05454545454545454
phy,phy:u19,phy:u46,0.07272727272727272
phy,phy:u19,phy:u49,0.2727272727272727
phy,phy:u19,phy:u54,0.09090909090909091
phy,phy:u19,phy:u57,0.21818181818181817
phy,phy:u19,phy:u59,0.14545454545454545
phy,phy:u20,phy:u02,0.01818181818181818
phy,phy:u22,phy:u01,0.09090909090909091
phy,phy:u22,phy:u02,0.32727272727272727
phy,phy:u22,phy:u04,0.3090909090909091
phy,phy:u22,phy:u05,0.03636363636363636
phy,phy:u22,phy:u07,0.2727272727272727
phy,phy:u22,phy:u08,0.05454545454545454
phy,phy:u22,phy:u09,0.18181818181818182
phy,phy:u22,phy:u10,0.10909090909090909
phy,phy:u22,phy:u12,0.07272727272727272
phy,phy:u22,phy:u14,0.01818181818181818
phy,phy:u22,phy:u15,0.4
phy,phy:u22,phy:u16,0.23636363636363636
phy,phy:u22,phy:u18,0.05454545454545454
phy,phy:u22,phy:u19,0.01818181818181818
phy,phy:u22,phy:u24,0.2727272727272727
phy,phy:u22,phy:u25,0.07272727272727272
phy,phy:u22,phy:u27,0.05454545454545454
phy,phy:u22,phy:u30,0.18181818181818182
phy,phy:u22,phy:u32,0.05454545454545454
phy,phy:u22,phy:u33,0.01818181818181818
phy,phy:u22,phy:u43,0.4
phy,phy:u22,phy:u46,0.18181818181818182
phy,phy:u22,phy:u49,0.2
phy,phy:u22,phy:u54,0.12727272727272726
phy,phy:u22,phy:u57,0.38181818181818183
phy,phy:u22,phy:u59,0.34545454545454546
phy,phy:u24,phy:u01,0.14545454545454545
phy,phy:u24,phy:u02,0.2909090909090909
phy,phy:u24,phy:u04,0.32727272727272727
phy,phy:u24,phy:u05,0.14545454545454545
phy,phy:u24,phy:u07,0.18181818181818182
phy,phy:u24,phy:u08,0.05454545454545454
phy,phy:u24,phy:u09,0.4909090909090909
phy,phy:u24,phy:u10,0.07272727272727272
phy,phy:u24,phy:u14,0.05454545454545454
phy,phy:u24,phy:u15,0.38181818181818183
phy,phy:u24,phy:u16,0.2545454545454545
phy,phy:u24,phy:u18,0.18181818181818182
phy,phy:u24,phy:u19,0.10909090909090909
phy,phy:u24,phy:u22,0.2727272727272727
phy,phy:u24,phy:u25,0.18181818181818182
phy,phy:u24,phy:u27,0.4
phy,phy:u24,phy:u30,0.34545454545454546
phy,phy:u24,phy:u32,0.09090909090909091
phy,phy:u24,phy:u33,0.05454545454545454
phy,phy:u24,phy:u43,0.3090909090909091
phy,phy:u24,phy:u46,0.2
phy,phy:u24,phy:u49,0.01818181818181818
phy,phy:u24,phy:u54,0.16363636363636364
phy,phy:u24,phy:u57,0.2545454545454545
phy,phy:u24,phy:u59,0.21818181818181817
phy,phy:u25,phy:u01,0.3090909090909091
phy,phy:u25,phy:u02,0.09090909090909091
phy,phy:u25,phy:u04,0.2909090909090909
phy,phy:u25,phy:u05,0.10909090909090909
phy,phy:u25,phy:u07,0.3090909090909091
phy,phy:u25,phy:u08,0.07272727272727272
phy,phy:u25,phy:u09,0.2909090909090909
phy,phy:u25,phy:u10,0.4
phy,phy:u25,phy:u12,0.01818181818181818
phy,phy:u25,phy:u14,0.07272727272727272
phy,phy:u25,phy:u15,0.09090909090909091
phy,phy:u25,phy:u16,0.10909090909090909
phy,phy:u25,phy:u18,0.07272727272727272
phy,phy:u25,phy:u19,0.10909090909090909
phy,phy:u25,phy:u22,0.07272727272727272
phy,phy:u25,phy:u24,0.18181818181818182
phy,phy:u25,phy:u27,0.32727272727272727
phy,phy:u25,phy:u30,0.8181818181818182
phy,phy:u25,phy:u33,0.34545454545454546
phy,phy:u25,phy:u43,0.01818181818181818
phy,phy:u25,phy:u46,0.2
phy,phy:u25,phy:u49,0.16363636363636364
phy,phy:u25,phy:u54,0.07272727272727272
phy,phy:u25,phy:u57,0.16363636363636364
phy,phy:u25,phy:u59,0.2545454545454545
phy,phy:u27,phy:u01,0.12727272727272726
phy,phy:u27,phy:u02,0.2727272727272727
phy,phy:u27,phy:u04,0.3090909090909091
phy,phy:u27,phy:u05,0.10909090909090909
phy,phy:u27,phy:u07,0.10909090909090909
phy,phy:u27,phy:u08,0.10909090909090909
phy,phy:u27,phy:u09,0.38181818181818183
phy,phy:u27,phy:u10,0.2545454545454545
phy,phy:u27,phy:u14,0.09090909090909091
phy,phy:u27,phy:u15,0.14545454545454545
phy,phy:u27,phy:u16,0.09090909090909091
phy,phy:u27,phy:u18,0.21818181818181817
phy,phy:u27,phy:u19,0.2
phy,phy:u27,phy:u22,0.05454545454545454
phy,phy:u27,phy:u24,0.4
phy,phy:u27,phy:u25,0.32727272727272727
phy,phy:u27,phy:u30,0.2545454545454545
phy,phy:u27,phy:u32,0.03636363636363636
phy,phy:u27,phy:u33,0.14545454545454545
phy,phy:u27,phy:u43,0.03636363636363636
phy,phy:u27,phy:u46,0.4727272727272727
phy,phy:u27,phy:u47,0.01818181818181818
phy,phy:u27,phy:u49,0.05454545454545454
phy,phy:u27,phy:u54,0.16363636363636364
phy,phy:u27,phy:u57,0.2909090909090909
phy,phy:u27,phy:u59,0.18181818181818182
phy,phy:u30,phy:u01,0.32727272727272727
phy,phy:u30,phy:u02,0.41818181818181815
phy,phy:u30,phy:u04,1.0
phy,phy:u30,phy:u05,0.6363636363636364
phy,phy:u30,phy:u07,0.5454545454545454
phy,phy:u30,phy:u08,0.16363636363636364
phy,phy:u30,phy:u09,0.6363636363636364
phy,phy:u30,phy:u10,0.21818181818181817
phy,phy:u30,phy:u12,0.07272727272727272
phy,phy:u30,phy:u14,0.36363636363636365
phy,phy:u30,phy:u15,0.41818181818181815
phy,phy:u30,phy:u16,0.5636363636363636
phy,phy:u30,phy:u18,0.21818181818181817
phy,phy:u30,phy:u19,0.5636363636363636
phy,phy:u30,phy:u22,0.18181818181818182
phy,phy:u30,phy:u24,0.34545454545454546
phy,phy:u30,phy:u25,0.8181818181818182
phy,phy:u30,phy:u27,0.2545454545454545
phy,phy:u30,phy:u32,0.16363636363636364
phy,phy:u30,phy:u33,0.36363636363636365
phy,phy:u30,phy:u43,0.23636363636363636
phy,phy:u30,phy:u46,0.3090909090909091
phy,phy:u30,phy:u47,0.01818181818181818
phy,phy:u30,phy:u49,0.36363636363636365
phy,phy:u30,phy:u54,0.43636363636363634
phy,phy:u30,phy:u57,0.45454545454545453
phy,phy:u30,phy:u59,0.34545454545454546
phy,phy:u32,phy:u02,0.2545454545454545
phy,phy:u32,phy:u04,0.18181818181818182
phy,phy:u32,phy:u05,0.2545454545454545
phy,phy:u32,phy:u07,0.09090909090909091
phy,phy:u32,phy:u08,0.05454545454545454
phy,phy:u32,phy:u09,0.14545454545454545
phy,phy:u32,phy:u10,0.01818181818181818
phy,phy:u32,phy:u14,0.09090909090909091
phy,phy:u32,phy:u15,0.07272727272727272
phy,phy:u32,phy:u16,0.21818181818181817
phy,phy:u32,phy:u18,0.09090909090909091
phy,phy:u32,phy:u19,0.16363636363636364
phy,phy:u32,phy:u22,0.05454545454545454
phy,phy:u32,phy:u24,0.09090909090909091
phy,phy:u32,phy:u27,0.03636363636363636
phy,phy:u32,phy:u30,0.16363636363636364
phy,phy:u32,phy:u33,0.01818181818181818
phy,phy:u32,phy:u43,0.10909090909090909
phy,phy:u32,phy:u46,0.14545454545454545
phy,phy:u32,phy:u49,0.05454545454545454
phy,phy:u32,phy:u54,0.05454545454545454
phy,phy:u32,phy:u57,0.18181818181818182
phy,phy:u32,phy:u59,0.18181818181818182
phy,phy:u33,phy:u01,0.09090909090909091
phy,phy:u33,phy:u02,0.21818181818181817
phy,phy:u33,phy:u04,0.23636363636363636
phy,phy:u33,phy:u05,0.05454545454545454
phy,phy:u33,phy:u07,0.4
phy,phy:u33,phy:u08,0.09090909090909091
phy,phy:u33,phy:u09,0.05454545454545454
phy,phy:u33,phy:u10,0.41818181818181815
phy,phy:u33,phy:u14,0.07272727272727272
phy,phy:u33,phy:u15,0.05454545454545454
phy,phy:u33,phy:u16,0.09090909090909091
phy,phy:u33,phy:u19,0.05454545454545454
phy,phy:u33,phy:u22,0.01818181818181818
phy,phy:u33,phy:u24,0.05454545454545454
phy,phy:u33,phy:u25,0.34545454545454546
phy,phy:u33,phy:u27,0.14545454545454545
phy,phy:u33,phy:u30,0.36363636363636365
phy,phy:u33,phy:u32,0.01818181818181818
phy,phy:u33,phy:u46,0.21818181818181817
phy,phy:u33,phy:u49,0.21818181818181817
phy,phy:u33,phy:u57,0.14545454545454545
phy,phy:u33,phy:u59,0.05454545454545454
phy,phy:u36,phy:u59,0.01818181818181818
phy,phy:u43,phy:u01,0.10909090909090909
phy,phy:u43,phy:u02,0.2545454545454545
phy,phy:u43,phy:u04,0.21818181818181817
phy,phy:u43,phy:u05,0.09090909090909091
phy,phy:u43,phy:u07,0.21818181818181817
phy,phy:u43,phy:u08,0.01818181818181818
phy,phy:u43,phy:u09,0.32727272727272727
phy,phy:u43,phy:u10,0.21818181818181817
phy,phy:u43,phy:u12,0.05454545454545454
phy,phy:u43,phy:u15,0.509090909090909
phy,phy:u43,phy:u16,0.3090909090909091
phy,phy:u43,phy:u18,0.07272727272727272
phy,phy:u43,phy:u22,0.4
phy,phy:u43,phy:u24,0.3090909090909091
phy,phy:u43,phy:u25,0.01818181818181818
phy,phy:u43,phy:u27,0.03636363636363636
phy,phy:u43,phy:u30,0.23636363636363636
phy,phy:u43,phy:u32,0.10909090909090909
phy,phy:u43,phy:u46,0.18181818181818182
phy,phy:u43,phy:u47,0.01818181818181818
phy,phy:u43,phy:u49,0.2909090909090909
phy,phy:u43,phy:u54,0.10909090909090909
phy,phy:u43,phy:u57,0.3090909090909091
phy,phy:u43,phy:u59,0.509090909090909
phy,phy:u46,phy:u01,0.14545454545454545
phy,phy:u46,phy:u02,0.5272727272727272
phy,phy:u46,phy:u04,0.4909090909090909
phy,phy:u46,phy:u05,0.23636363636363636
phy,phy:u46,phy:u07,0.21818181818181817
phy,phy:u46,phy:u08,0.21818181818181817
phy,phy:u46,phy:u09,0.2545454545454545
phy,phy:u46,phy:u10,0.21818181818181817
phy,phy:u46,phy:u12,0.01818181818181818
phy,phy:u46,phy:u14,0.18181818181818182
phy,phy:u46,phy:u15,0.34545454545454546
phy,phy:u46,phy:u16,0.12727272727272726
phy,phy:u46,phy:u18,0.03636363636363636
phy,phy:u46,phy:u19,0.07272727272727272
phy,phy:u46,phy:u22,0.18181818181818182
phy,phy:u46,phy:u24,0.2
phy,phy:u46,phy:u25,0.2
phy,phy:u46,phy:u27,0.4727272727272727
phy,phy:u46,phy:u30,0.3090909090909091
phy,phy:u46,phy:u32,0.14545454545454545
phy,phy:u46,phy:u33,0.21818181818181817
phy,phy:u46,phy:u43,0.18181818181818182
phy,phy:u46,phy:u49,0.32727272727272727
phy,phy:u46,phy:u54,0.16363636363636364
phy,phy:u46,phy:u57,0.2727272727272727
phy,phy:u46,phy:u59,0.32727272727272727
phy,phy:u47,phy:u04,0.10909090909090909
phy,phy:u47,phy:u09,0.01818181818181818
phy,phy:u47,phy:u10,0.01818181818181818
phy,phy:u47,phy:u15,0.01818181818181818
phy,phy:u47,phy:u18,0.03636363636363636
phy,phy:u47,phy:u27,0.01818181818181818
phy,phy:u47,phy:u30,0.01818181818181818
phy,phy:u47,phy:u43,0.01818181818181818
phy,phy:u47,phy:u59,0.03636363636363636
phy,phy:u49,phy:u01,0.18181818181818182
phy,phy:u49,phy:u02,0.10909090909090909
phy,phy:u49,phy:u04,0.14545454545454545
phy,phy:u49,phy:u05,0.10909090909090909
phy,phy:u49,phy:u07,0.03636363636363636
