type,src_layer,dst_layer,u,v,weight
inter,Behavior,Physical,u24,u07,0.20625
inter,Behavior,Physical,u24,u08,0.16874999999999998
inter,Behavior,Physical,u24,u09,0.20172413793103444
inter,Behavior,Physical,u24,u10,0.20172413793103444
inter,Behavior,Physical,u24,u12,0.17727272727272728
inter,Behavior,Physical,u24,u14,0.1986111111111111
inter,Behavior,Physical,u24,u15,0.20172413793103444
inter,Behavior,Physical,u24,u16,0.2089285714285714
inter,Behavior,Physical,u24,u18,0.17410714285714282
inter,Behavior,Physical,u24,u19,0.18055555555555552
inter,Behavior,Physical,u24,u22,0.1875
diag,Behavior,Physical,u24,u24,1.0
inter,Behavior,Physical,u24,u25,0.21853448275862067
inter,Behavior,Physical,u24,u27,0.1875
inter,Behavior,Physical,u24,u30,0.19151785714285713
inter,Behavior,Physical,u24,u32,0.1755
inter,Behavior,Physical,u24,u33,0.1986111111111111
inter,Behavior,Physical,u24,u43,0.21666666666666662
inter,Behavior,Physical,u24,u46,0.2089285714285714
inter,Behavior,Physical,u24,u49,0.1875
inter,Behavior,Physical,u24,u54,0.2089285714285714
inter,Behavior,Physical,u24,u57,0.1986111111111111
inter,Behavior,Physical,u24,u59,0.20172413793103444
diag,Behavior,Physical,u25,u25,1.0
diag,Behavior,Physical,u27,u27,1.0
inter,Behavior,Physical,u30,u01,0.2263392857142857
inter,Behavior,Physical,u30,u02,0.2347222222222222
inter,Behavior,Physical,u30,u04,0.20172413793103444
inter,Behavior,Physical,u30,u05,0.22499999999999998
inter,Behavior,Physical,u30,u07,0.24375
inter,Behavior,Physical,u30,u08,0.20625
inter,Behavior,Physical,u30,u09,0.21853448275862067
inter,Behavior,Physical,u30,u10,0.21853448275862067
inter,Behavior,Physical,u30,u12,0.195
inter,Behavior,Physical,u30,u14,0.1986111111111111
inter,Behavior,Physical,u30,u15,0.20172413793103444
inter,Behavior,Physical,u30,u16,0.2089285714285714
inter,Behavior,Physical,u30,u18,0.19151785714285713
inter,Behavior,Physical,u30,u19,0.1986111111111111
inter,Behavior,Physical,u30,u22,0.20625
inter,Behavior,Physical,u30,u24,0.1986111111111111
inter,Behavior,Physical,u30,u25,0.23534482758620687
inter,Behavior,Physical,u30,u27,0.22499999999999998
diag,Behavior,Physical,u30,u30,1.0
inter,Behavior,Physical,u30,u32,0.2145
inter,Behavior,Physical,u30,u33,0.21666666666666662
inter,Behavior,Physical,u30,u42,0.0975
inter,Behavior,Physical,u30,u43,0.2347222222222222
inter,Behavior,Physical,u30,u46,0.2263392857142857
inter,Behavior,Physical,u30,u47,0.1755
inter,Behavior,Physical,u30,u49,0.22499999999999998
inter,Behavior,Physical,u30,u54,0.2263392857142857
inter,Behavior,Physical,u30,u57,0.21666666666666662
inter,Behavior,Physical,u30,u59,0.21853448275862067
diag,Behavior,Physical,u31,u31,1.0
inter,Behavior,Physical,u31,u36,0.121875
inter,Behavior,Physical,u32,u01,0.26116071428571425
inter,Behavior,Physical,u32,u02,0.28888888888888886
inter,Behavior,Physical,u32,u04,0.2689655172413793
inter,Behavior,Physical,u32,u05,0.26249999999999996
inter,Behavior,Physical,u32,u07,0.28124999999999994
inter,Behavior,Physical,u32,u08,0.3
inter,Behavior,Physical,u32,u09,0.2689655172413793
inter,Behavior,Physical,u32,u10,0.2857758620689655
inter,Behavior,Physical,u32,u12,0.24375
inter,Behavior,Physical,u32,u14,0.2708333333333333
inter,Behavior,Physical,u32,u15,0.2857758620689655
inter,Behavior,Physical,u32,u16,0.26116071428571425
inter,Behavior,Physical,u32,u18,0.2785714285714285
inter,Behavior,Physical,u32,u19,0.28888888888888886
inter,Behavior,Physical,u32,u22,0.26249999999999996
inter,Behavior,Physical,u32,u24,0.2708333333333333
inter,Behavior,Physical,u32,u25,0.2689655172413793
inter,Behavior,Physical,u32,u27,0.28124999999999994
inter,Behavior,Physical,u32,u30,0.2785714285714285
diag,Behavior,Physical,u32,u32,1.0
inter,Behavior,Physical,u32,u33,0.28888888888888886
inter,Behavior,Physical,u32,u43,0.28888888888888886
inter,Behavior,Physical,u32,u46,0.2785714285714285
inter,Behavior,Physical,u32,u47,0.24375
inter,Behavior,Physical,u32,u49,0.28124999999999994
inter,Behavior,Physical,u32,u54,0.2959821428571428
inter,Behavior,Physical,u32,u57,0.28888888888888886
inter,Behavior,Physical,u32,u59,0.2857758620689655
diag,Behavior,Physical,u33,u33,1.0
inter,Behavior,Physical,u34,u01,0.2263392857142857
inter,Behavior,Physical,u34,u02,0.2527777777777777
inter,Behavior,Physical,u34,u04,0.23534482758620687
inter,Behavior,Physical,u34,u05,0.22499999999999998
inter,Behavior,Physical,u34,u07,0.24375
inter,Behavior,Physical,u34,u08,0.26249999999999996
inter,Behavior,Physical,u34,u09,0.23534482758620687
inter,Behavior,Physical,u34,u10,0.2521551724137931
inter,Behavior,Physical,u34,u12,0.1875
inter,Behavior,Physical,u34,u14,0.2347222222222222
inter,Behavior,Physical,u34,u15,0.2521551724137931
inter,Behavior,Physical,u34,u16,0.2263392857142857
inter,Behavior,Physical,u34,u18,0.26116071428571425
inter,Behavior,Physical,u34,u19,0.2527777777777777
inter,Behavior,Physical,u34,u22,0.22499999999999998
inter,Behavior,Physical,u34,u24,0.2527777777777777
inter,Behavior,Physical,u34,u25,0.23534482758620687
inter,Behavior,Physical,u34,u27,0.24375
inter,Behavior,Physical,u34,u30,0.24375
inter,Behavior,Physical,u34,u32,0.22499999999999998
inter,Behavior,Physical,u34,u33,0.2708333333333333
diag,Behavior,Physical,u34,u34,1.0
inter,Behavior,Physical,u34,u43,0.2708333333333333
inter,Behavior,Physical,u34,u46,0.24375
inter,Behavior,Physical,u34,u47,0.1875
inter,Behavior,Physical,u34,u49,0.24375
inter,Behavior,Physical,u34,u54,0.26116071428571425
inter,Behavior,Physical,u34,u57,0.2527777777777777
inter,Behavior,Physical,u34,u59,0.2521551724137931
diag,Behavior,Physical,u35,u35,1.0
inter,Behavior,Physical,u36,u20,0.195
diag,Behavior,Physical,u36,u36,1.0
diag,Behavior,Physical,u39,u39,1.0
inter,Behavior,Physical,u41,u01,0.2708333333333333
inter,Behavior,Physical,u41,u02,0.2708333333333333
inter,Behavior,Physical,u41,u04,0.284375
inter,Behavior,Physical,u41,u05,0.24375
inter,Behavior,Physical,u41,u07,0.24375
inter,Behavior,Physical,u41,u08,0.24375
inter,Behavior,Physical,u41,u09,0.284375
inter,Behavior,Physical,u41,u10,0.284375
inter,Behavior,Physical,u41,u12,0.18958333333333333
inter,Behavior,Physical,u41,u14,0.25729166666666664
inter,Behavior,Physical,u41,u15,0.284375
inter,Behavior,Physical,u41,u16,0.2708333333333333
inter,Behavior,Physical,u41,u18,0.2708333333333333
inter,Behavior,Physical,u41,u19,0.2708333333333333
inter,Behavior,Physical,u41,u22,0.24375
inter,Behavior,Physical,u41,u24,0.25729166666666664
inter,Behavior,Physical,u41,u25,0.29791666666666666
inter,Behavior,Physical,u41,u27,0.24375
inter,Behavior,Physical,u41,u30,0.2708333333333333
inter,Behavior,Physical,u41,u32,0.2302083333333333
inter,Behavior,Physical,u41,u33,0.2708333333333333
diag,Behavior,Physical,u41,u41,1.0
inter,Behavior,Physical,u41,u43,0.2708333333333333
inter,Behavior,Physical,u41,u46,0.284375
inter,Behavior,Physical,u41,u47,0.18958333333333333
inter,Behavior,Physical,u41,u49,0.25729166666666664
inter,Behavior,Physical,u41,u54,0.284375
inter,Behavior,Physical,u41,u57,0.2708333333333333
inter,Behavior,Physical,u41,u59,0.284375
inter,Behavior,Physical,u42,u07,0.16874999999999998
inter,Behavior,Physical,u42,u10,0.16810344827586204
inter,Behavior,Physical,u42,u24,0.16249999999999998
inter,Behavior,Physical,u42,u30,0.17410714285714282
diag,Behavior,Physical,u42,u42,1.0
inter,Behavior,Physical,u42,u43,0.18055555555555552
inter,Behavior,Physical,u42,u59,0.16810344827586204
diag,Behavior,Physical,u43,u43,1.0
diag,Behavior,Physical,u44,u44,1.0
inter,Behavior,Physical,u45,u01,0.17410714285714282
inter,Behavior,Physical,u45,u02,0.16249999999999998
inter,Behavior,Physical,u45,u04,0.18491379310344824
inter,Behavior,Physical,u45,u07,0.16874999999999998
inter,Behavior,Physical,u45,u08,0.1875
inter,Behavior,Physical,u45,u10,0.16810344827586204
inter,Behavior,Physical,u45,u15,0.16810344827586204
inter,Behavior,Physical,u45,u18,0.19151785714285713
inter,Behavior,Physical,u45,u19,0.18055555555555552
inter,Behavior,Physical,u45,u24,0.18055555555555552
inter,Behavior,Physical,u45,u27,0.16874999999999998
inter,Behavior,Physical,u45,u33,0.1986111111111111
inter,Behavior,Physical,u45,u43,0.18055555555555552
diag,Behavior,Physical,u45,u45,1.0
inter,Behavior,Physical,u45,u46,0.17410714285714282
inter,Behavior,Physical,u45,u47,0.170625
inter,Behavior,Physical,u45,u49,0.16874999999999998
inter,Behavior,Physical,u45,u54,0.17410714285714282
inter,Behavior,Physical,u45,u57,0.18055555555555552
diag,Behavior,Physical,u46,u46,1.0
diag,Behavior,Physical,u47,u47,1.0
inter,Behavior,Physical,u49,u36,0.121875
diag,Behavior,Physical,u49,u49,1.0
inter,Behavior,Physical,u50,u10,0.16810344827586204
inter,Behavior,Physical,u50,u15,0.16810344827586204
inter,Behavior,Physical,u50,u20,0.11607142857142855
diag,Behavior,Physical,u50,u50,1.0
inter,Behavior,Physical,u51,u01,0.26116071428571425
inter,Behavior,Physical,u51,u02,0.24375
inter,Behavior,Physical,u51,u04,0.2689655172413793
inter,Behavior,Physical,u51,u05,0.2089285714285714
inter,Behavior,Physical,u51,u07,0.2263392857142857
inter,Behavior,Physical,u51,u08,0.2263392857142857
inter,Behavior,Physical,u51,u09,0.2521551724137931
inter,Behavior,Physical,u51,u10,0.2689655172413793
inter,Behavior,Physical,u51,u12,0.17410714285714282
inter,Behavior,Physical,u51,u14,0.2263392857142857
inter,Behavior,Physical,u51,u15,0.2521551724137931
inter,Behavior,Physical,u51,u16,0.24375
inter,Behavior,Physical,u51,u18,0.26116071428571425
inter,Behavior,Physical,u51,u19,0.24375
inter,Behavior,Physical,u51,u22,0.2263392857142857
inter,Behavior,Physical,u51,u24,0.2263392857142857
inter,Behavior,Physical,u51,u25,0.2521551724137931
inter,Behavior,Physical,u51,u27,0.2089285714285714
inter,Behavior,Physical,u51,u30,0.24375
inter,Behavior,Physical,u51,u32,0.19151785714285713
inter,Behavior,Physical,u51,u33,0.24375
inter,Behavior,Physical,u51,u43,0.24375
inter,Behavior,Physical,u51,u46,0.26116071428571425
inter,Behavior,Physical,u51,u47,0.19151785714285713
inter,Behavior,Physical,u51,u49,0.2263392857142857
diag,Behavior,Physical,u51,u51,1.0
inter,Behavior,Physical,u51,u54,0.26116071428571425
inter,Behavior,Physical,u51,u57,0.24375
inter,Behavior,Physical,u51,u59,0.2521551724137931
diag,Behavior,Physical,u52,u52,1.0
diag,Behavior,Physical,u53,u53,1.0
diag,Behavior,Physical,u54,u54,1.0
inter,Behavior,Physical,u56,u20,0.14624999999999996
diag,Behavior,Physical,u56,u56,1.0
diag,Behavior,Physical,u57,u57,1.0
diag,Behavior,Physical,u58,u58,1.0
inter,Behavior,Physical,u59,u01,0.19151785714285713
inter,Behavior,Physical,u59,u05,0.1875
inter,Behavior,Physical,u59,u09,0.18491379310344824
inter,Behavior,Physical,u59,u12,0.17727272727272728
inter,Behavior,Physical,u59,u14,0.18055555555555552
inter,Behavior,Physical,u59,u16,0.19151785714285713
inter,Behavior,Physical,u59,u22,0.1875
inter,Behavior,Physical,u59,u25,0.18491379310344824
inter,Behavior,Physical,u59,u32,0.1755
diag,Behavior,Physical,u59,u59,1.0
diag,Education,Physical,u00,u00,1.0
diag,Education,Physical,u01,u01,1.0
diag,Education,Physical,u02,u02,1.0
diag,Education,Physical,u03,u03,1.0
diag,Education,Physical,u04,u04,1.0
diag,Education,Physical,u05,u05,1.0
diag,Education,Physical,u07,u07,1.0
diag,Education,Physical,u08,u08,1.0
diag,Education,Physical,u09,u09,1.0
diag,Education,Physical,u10,u10,1.0
inter,Education,Physical,u12,u07,0.2666666666666666
inter,Education,Physical,u12,u08,0.2666666666666666
diag,Education,Physical,u12,u12,1.0
inter,Education,Physical,u12,u27,0.2666666666666666
inter,Education,Physical,u12,u32,0.25555555555555554
inter,Education,Physical,u13,u02,0.27777777777777773
inter,Education,Physical,u13,u04,0.28888888888888886
inter,Education,Physical,u13,u07,0.2666666666666666
inter,Education,Physical,u13,u08,0.2666666666666666
inter,Education,Physical,u13,u09,0.28888888888888886
inter,Education,Physical,u13,u10,0.28888888888888886
diag,Education,Physical,u13,u13,1.0
inter,Education,Physical,u13,u15,0.3
inter,Education,Physical,u13,u18,0.28888888888888886
inter,Education,Physical,u13,u19,0.27777777777777773
inter,Education,Physical,u13,u25,0.28888888888888886
inter,Education,Physical,u13,u27,0.2666666666666666
inter,Education,Physical,u13,u32,0.25555555555555554
inter,Education,Physical,u13,u33,0.28888888888888886
inter,Education,Physical,u13,u43,0.28888888888888886
inter,Education,Physical,u13,u46,0.27777777777777773
inter,Education,Physical,u13,u49,0.2666666666666666
inter,Education,Physical,u13,u54,0.28888888888888886
inter,Education,Physical,u13,u57,0.27777777777777773
diag,Education,Physical,u14,u14,1.0
diag,Education,Physical,u15,u15,1.0
diag,Education,Physical,u16,u16,1.0
inter,Education,Physical,u17,u01,0.28888888888888886
inter,Education,Physical,u17,u02,0.27777777777777773
inter,Education,Physical,u17,u04,0.28888888888888886
inter,Education,Physical,u17,u05,0.2666666666666666
inter,Education,Physical,u17,u07,0.2666666666666666
inter,Education,Physical,u17,u08,0.2666666666666666
inter,Education,Physical,u17,u09,0.28888888888888886
inter,Education,Physical,u17,u10,0.28888888888888886
inter,Education,Physical,u17,u12,0.2222222222222222
inter,Education,Physical,u17,u14,0.27777777777777773
inter,Education,Physical,u17,u15,0.3
inter,Education,Physical,u17,u16,0.27777777777777773
diag,Education,Physical,u17,u17,1.0
inter,Education,Physical,u17,u18,0.28888888888888886
inter,Education,Physical,u17,u19,0.27777777777777773
inter,Education,Physical,u17,u22,0.2666666666666666
inter,Education,Physical,u17,u24,0.27777777777777773
inter,Education,Physical,u17,u25,0.28888888888888886
inter,Education,Physical,u17,u27,0.2666666666666666
inter,Education,Physical,u17,u30,0.28888888888888886
inter,Education,Physical,u17,u32,0.25555555555555554
inter,Education,Physical,u17,u33,0.28888888888888886
inter,Education,Physical,u17,u43,0.28888888888888886
inter,Education,Physical,u17,u46,0.27777777777777773
inter,Education,Physical,u17,u49,0.2666666666666666
inter,Education,Physical,u17,u54,0.28888888888888886
inter,Education,Physical,u17,u57,0.27777777777777773
inter,Education,Physical,u17,u59,0.28888888888888886
diag,Education,Physical,u18,u18,1.0
inter,Education,Physical,u18,u20,0.1111111111111111
diag,Education,Physical,u19,u19,1.0
inter,Education,Physical,u20,u01,0.28888888888888886
inter,Education,Physical,u20,u04,0.28888888888888886
inter,Education,Physical,u20,u05,0.2666666666666666
inter,Education,Physical,u20,u09,0.28888888888888886
inter,Education,Physical,u20,u12,0.2222222222222222
inter,Education,Physical,u20,u14,0.27777777777777773
inter,Education,Physical,u20,u16,0.27777777777777773
inter,Education,Physical,u20,u18,0.28888888888888886
inter,Education,Physical,u20,u19,0.27777777777777773
diag,Education,Physical,u20,u20,1.0
inter,Education,Physical,u20,u22,0.2666666666666666
inter,Education,Physical,u20,u24,0.27777777777777773
inter,Education,Physical,u20,u33,0.28888888888888886
inter,Education,Physical,u20,u46,0.27777777777777773
inter,Education,Physical,u20,u49,0.2666666666666666
inter,Education,Physical,u20,u57,0.27777777777777773
diag,Education,Physical,u22,u22,1.0
inter,Education,Physical,u22,u36,0.07777777777777777
inter,Education,Physical,u22,u47,0.17777777777777776
inter,Education,Physical,u23,u01,0.28888888888888886
inter,Education,Physical,u23,u02,0.27777777777777773
inter,Education,Physical,u23,u04,0.28888888888888886
inter,Education,Physical,u23,u05,0.2666666666666666
inter,Education,Physical,u23,u07,0.2666666666666666
inter,Education,Physical,u23,u08,0.2666666666666666
inter,Education,Physical,u23,u09,0.28888888888888886
inter,Education,Physical,u23,u10,0.28888888888888886
inter,Education,Physical,u23,u12,0.2222222222222222
inter,Education,Physical,u23,u14,0.27777777777777773
inter,Education,Physical,u23,u15,0.3
inter,Education,Physical,u23,u16,0.27777777777777773
inter,Education,Physical,u23,u18,0.28888888888888886
inter,Education,Physical,u23,u19,0.27777777777777773
inter,Education,Physical,u23,u22,0.2666666666666666
diag,Education,Physical,u23,u23,1.0
inter,Education,Physical,u23,u24,0.27777777777777773
inter,Education,Physical,u23,u25,0.28888888888888886
inter,Education,Physical,u23,u27,0.2666666666666666
inter,Education,Physical,u23,u30,0.28888888888888886
inter,Education,Physical,u23,u32,0.25555555555555554
inter,Education,Physical,u23,u33,0.28888888888888886
inter,Education,Physical,u23,u36,0.07777777777777777
inter,Education,Physical,u23,u46,0.27777777777777773
inter,Education,Physical,u23,u47,0.17777777777777776
inter,Education,Physical,u23,u49,0.2666666666666666
inter,Education,Physical,u23,u54,0.28888888888888886
inter,Education,Physical,u23,u57,0.27777777777777773
inter,Education,Physical,u23,u59,0.28888888888888886
diag,Education,Physical,u24,u24,1.0
inter,Education,Physical,u24,u36,0.07777777777777777
diag,Education,Physical,u25,u25,1.0
inter,Education,Physical,u25,u42,0.07777777777777777
inter,Education,Physical,u27,u12,0.2222222222222222
inter,Education,Physical,u27,u20,0.1111111111111111
diag,Education,Physical,u27,u27,1.0
inter,Education,Physical,u27,u36,0.07777777777777777
inter,Education,Physical,u27,u42,0.07777777777777777
diag,Education,Physical,u30,u30,1.0
inter,Education,Physical,u30,u36,0.07777777777777777
inter,Education,Physical,u30,u42,0.07777777777777777
inter,Education,Physical,u31,u01,0.28888888888888886
inter,Education,Physical,u31,u02,0.27777777777777773
inter,Education,Physical,u31,u04,0.28888888888888886
inter,Education,Physical,u31,u05,0.2666666666666666
inter,Education,Physical,u31,u07,0.2666666666666666
inter,Education,Physical,u31,u08,0.2666666666666666
inter,Education,Physical,u31,u09,0.28888888888888886
inter,Education,Physical,u31,u10,0.28888888888888886
inter,Education,Physical,u31,u14,0.27777777777777773
inter,Education,Physical,u31,u15,0.3
inter,Education,Physical,u31,u16,0.27777777777777773
inter,Education,Physical,u31,u18,0.28888888888888886
inter,Education,Physical,u31,u19,0.27777777777777773
inter,Education,Physical,u31,u20,0.1111111111111111
inter,Education,Physical,u31,u22,0.2666666666666666
inter,Education,Physical,u31,u24,0.27777777777777773
inter,Education,Physical,u31,u25,0.28888888888888886
inter,Education,Physical,u31,u27,0.2666666666666666
inter,Education,Physical,u31,u30,0.28888888888888886
diag,Education,Physical,u31,u31,1.0
inter,Education,Physical,u31,u32,0.25555555555555554
inter,Education,Physical,u31,u33,0.28888888888888886
inter,Education,Physical,u31,u36,0.07777777777777777
inter,Education,Physical,u31,u42,0.07777777777777777
inter,Education,Physical,u31,u46,0.27777777777777773
inter,Education,Physical,u31,u47,0.17777777777777776
inter,Education,Physical,u31,u49,0.2666666666666666
inter,Education,Physical,u31,u54,0.28888888888888886
inter,Education,Physical,u31,u57,0.27777777777777773
inter,Education,Physical,u31,u59,0.28888888888888886
inter,Education,Physical,u32,u12,0.2222222222222222
inter,Education,Physical,u32,u20,0.1111111111111111
diag,Education,Physical,u32,u32,1.0
inter,Education,Physical,u32,u36,0.07777777777777777
inter,Education,Physical,u32,u42,0.07777777777777777
inter,Education,Physical,u32,u47,0.17777777777777776
diag,Education,Physical,u33,u33,1.0
inter,Education,Physical,u34,u01,0.28888888888888886
inter,Education,Physical,u34,u02,0.27777777777777773
inter,Education,Physical,u34,u04,0.28888888888888886
inter,Education,Physical,u34,u05,0.2666666666666666
inter,Education,Physical,u34,u09,0.28888888888888886
inter,Education,Physical,u34,u10,0.28888888888888886
inter,Education,Physical,u34,u12,0.2222222222222222
inter,Education,Physical,u34,u14,0.27777777777777773
inter,Education,Physical,u34,u15,0.3
inter,Education,Physical,u34,u16,0.27777777777777773
inter,Education,Physical,u34,u18,0.28888888888888886
inter,Education,Physical,u34,u19,0.27777777777777773
inter,Education,Physical,u34,u20,0.1111111111111111
inter,Education,Physical,u34,u22,0.2666666666666666
inter,Education,Physical,u34,u24,0.27777777777777773
inter,Education,Physical,u34,u25,0.28888888888888886
inter,Education,Physical,u34,u30,0.28888888888888886
inter,Education,Physical,u34,u33,0.28888888888888886
diag,Education,Physical,u34,u34,1.0
inter,Education,Physical,u34,u36,0.07777777777777777
inter,Education,Physical,u34,u42,0.07777777777777777
inter,Education,Physical,u34,u43,0.28888888888888886
inter,Education,Physical,u34,u46,0.27777777777777773
inter,Education,Physical,u34,u49,0.2666666666666666
inter,Education,Physical,u34,u54,0.28888888888888886
inter,Education,Physical,u34,u57,0.27777777777777773
inter,Education,Physical,u34,u59,0.28888888888888886
inter,Education,Physical,u35,u01,0.28888888888888886
inter,Education,Physical,u35,u02,0.27777777777777773
inter,Education,Physical,u35,u04,0.28888888888888886
inter,Education,Physical,u35,u05,0.2666666666666666
inter,Education,Physical,u35,u08,0.2666666666666666
inter,Education,Physical,u35,u09,0.28888888888888886
inter,Education,Physical,u35,u10,0.28888888888888886
