uid,physical_degree_centrality,physical_clustering_coef,physical_betweenness,physical_closeness,physical_pagerank,physical_weighted_degree,physical_degree,behavioral_degree_centrality,behavioral_clustering_coef,behavioral_betweenness,behavioral_closeness,behavioral_pagerank,behavioral_weighted_degree,behavioral_degree,educational_degree_centrality,educational_clustering_coef,educational_betweenness,educational_closeness,educational_pagerank,educational_weighted_degree,educational_degree,cross_layer_activity,degree_variance,degree_std,degree_mean,physical_educational_consistency,phys_edu_neighbor_overlap,phys_beh_neighbor_overlap,total_unique_neighbors,call_count,call_duration,sms_count,app_usage_hours,calendar_events,physical_activity,ema_mood_mean,ema_mood_std,ema_response_count,ema_stress_mean,ema_stress_std,physical_neighbor_avg_ema_mood,physical_neighbor_avg_ema_stress,physical_neighbor_count,behavioral_neighbor_avg_ema_mood,behavioral_neighbor_avg_ema_stress,behavioral_neighbor_count,educational_neighbor_avg_ema_mood,educational_neighbor_avg_ema_stress,educational_neighbor_count
u12,0.7333333333333333,0.9956709956709957,4.682140931157828,412.5000000000018,0.01048891988244995,0.9454545454545443,22,0.2888888888888889,0.5769230769230769,0.00202020202020202,2.5394252767821177,0.025393947024563837,5.098549713418266,13,0.9545454545454546,1.0,0.0017319971114340763,0.7457627118644068,0.026067450302871414,55.0,42,1,0.6656565656565656,0.2768000341542992,0.6589225589225589,0.7,0.45454545454545453,0.20689655172413793,45,1845,1851.3666666666666,2894,0.0,0,0.0,1.0,0.0,1,2.2333333333333334,1.3337499349161706,1.405550582774183,2.3521076311936873,22,1.0148285449490269,1.8871405129840932,13,1.275436459724452,2.226330415324868,42
u13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3111111111111111,0.5934065934065934,0.02297979797979798,2.59345046027807,0.021306968248311693,4.374373096037263,14,0.9545454545454546,1.0,0.002103724796469868,0.8,0.024000228473687532,50.0,42,2,0.9545454545454546,0.3974858351859099,0.4218855218855219,0.0,0.0,0.0,43,1964,801.4333333333333,1692,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.204245553643144,2.0581604376091756,14,1.2992459835339758,2.2795050184994716,42
u14,0.9,0.9572649572649573,0.21762567753683512,412.5000000000018,0.0221661829829431,2.999999999999999,27,0.2888888888888889,0.782051282051282,0.00202020202020202,1.917765743592168,0.019483562130988938,5.578967338459996,13,0.9545454545454546,1.0,0.0031658409748651153,0.9166666666666666,0.021144260372028198,43.0,42,2,0.6656565656565656,0.3017597757114315,0.7144781144781144,0.8590909090909091,0.5681818181818182,0.21212121212121213,44,1400,0.0,1400,0.0,0,0.0,2.0,0.0,1,2.1621621621621623,0.6783729944870883,1.416868376087606,2.336873924780523,27,1.1203296703296703,2.284875264792264,13,1.2516269359149284,2.22802496701942,42
u15,0.9666666666666667,0.8669950738916257,0.15930028677228744,412.5000000000018,0.04453584383473795,6.909090909090908,29,0.4666666666666667,0.5285714285714286,0.014141414141414142,2.2881530471627665,0.03672434932315956,11.570403151808183,21,0.9545454545454546,1.0,0.003191009604684908,0.9361702127659575,0.020724836163744112,42.0,42,3,0.5,0.23289784013247877,0.7959595959595959,0.9227272727272727,0.6136363636363636,0.35135135135135137,44,806,0.0,806,0.0,0,0.0,0.0,0.0,0,1.5,1.02469507659596,1.465705039805702,2.3689357738476247,29,1.1816326530612244,2.3892005146581647,21,1.299245983533976,2.2437907327851856,42
u16,0.9333333333333333,0.9074074074074074,0.009018045277003468,412.5000000000018,0.04720755851608402,7.436363636363636,28,0.37777777777777777,0.7132352941176471,0.00505050505050505,1.6479679303519381,0.02816930790277363,8.78452866348637,17,0.9545454545454546,1.0,0.0031658409748651153,0.9166666666666666,0.021144260372028198,43.0,42,3,0.5767676767676768,0.2670316007847392,0.7552188552188553,0.890909090909091,0.5555555555555556,0.21621621621621623,45,1505,0.0,1505,0.0,0,0.0,2.0476190476190474,0.9499970163457143,21,2.130841121495327,1.0329534115624748,1.4092081109552255,2.3049154034091157,28,1.0401960784313726,2.510922244408983,17,1.2504931490668558,2.228770706082916,42
u17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.37777777777777777,0.6544117647058824,0.0101010101010101,1.7217497007721225,0.02784619478354384,8.615828879277938,17,0.9545454545454546,1.0,0.0026169150320907108,0.8627450980392157,0.02237244641848317,46.0,42,2,0.9545454545454546,0.39250393163495656,0.4441077441077441,0.0,0.0,0.0,43,1613,0.0,1613,0.0,0,0.0,1.1,0.3,10,2.857142857142857,0.41239304942116123,0.0,0.0,0,1.3949579831932775,2.3401829641762886,17,1.2730555073434997,2.2114778076151174,42
u18,0.9333333333333333,0.9074074074074074,0.01739431688499916,412.5000000000018,0.02494340829919276,3.3818181818181805,28,0.26666666666666666,0.6212121212121212,0.2641414141414141,3.837779294207885,0.011830611312655491,2.107508724193192,12,0.9545454545454546,1.0,0.0026169150320907108,0.8627450980392157,0.022778213213256966,47.0,42,2,0.687878787878788,0.31938684752443197,0.7181818181818181,0.890909090909091,0.5909090909090909,0.21212121212121213,44,1336,0.0,1336,0.0,0,0.0,1.0,0.0,1,1.875,1.165922381636102,1.482337362655906,2.3794334800564676,28,1.352869812583668,1.9797903224086777,12,1.275436459724452,2.2348621613566144,42
u19,0.9,0.9316239316239316,0.1323499213978954,412.5000000000018,0.03139725602042843,4.636363636363635,27,0.13333333333333333,0.6,0.04722222222222222,3.4258705706092334,0.0057598724653271545,0.6413333901220338,6,0.9545454545454546,1.0,0.0018946251810388903,0.8,0.02399333156336969,50.0,42,2,0.8212121212121213,0.3749284868722834,0.6626262626262627,0.8590909090909091,0.5681818181818182,0.17857142857142858,44,1624,0.0,1624,0.0,0,0.0,1.7916666666666667,0.8154327412825386,24,1.978021978021978,1.0375162858832678,1.3968066476925443,2.392519945943785,27,1.4166666666666667,2.1385128760128755,6,1.2565872533752456,2.2324092571179954,42
u20,0.3333333333333333,0.9333333333333333,7.937226601906722,412.5000000000018,0.005080195867379459,0.0181818181818181,10,0.4,0.46405228758169936,0.013131313131313131,2.753469171987187,0.025634327894109084,6.86057930710854,18,0.9545454545454546,1.0,0.002103724796469868,0.8,0.024000228473687532,50.0,42,2,0.6212121212121213,0.2784619673097871,0.5626262626262627,0.3181818181818182,0.23809523809523808,0.12,42,1107,0.0,1107,0.0,0,0.0,0.0,0.0,0,1.7,1.1874342087037917,1.3526104417670683,2.296406011747949,10,1.384589947089947,2.118674805625499,18,1.2992459835339758,2.239028828023281,42
u22,0.8666666666666667,0.9846153846153847,0.0,50.00000000000026,0.03055408819772628,4.472727272727272,26,0.2,0.6944444444444444,0.07727272727272727,3.3254766355794656,0.008807074813283121,1.350856854000754,9,0.9545454545454546,1.0,0.0018946251810388903,0.8,0.02399333156336969,50.0,42,2,0.7545454545454546,0.33689859482881923,0.6737373737373739,0.8272727272727274,0.5454545454545454,0.16666666666666666,44,1390,0.0,1391,0.0,0,0.0,1.0,0.0,4,2.4909090909090907,1.5476989050931211,1.39444023670636,2.3401450814327025,26,1.2546296296296298,1.8619335343019554,9,1.275436459724452,2.220197659192112,42
u23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22222222222222224,0.9555555555555556,0.0,1.7637427483697052,0.016975654867235273,4.8449813689637935,10,0.9545454545454546,1.0,0.002103724796469868,0.8,0.024000228473687532,50.0,42,1,0.9545454545454546,0.4078176413604381,0.3922558922558923,0.0,0.0,0.0,43,1408,0.0,1408,0.0,0,0.0,1.0,0.0,1,1.4545454545454546,1.0325287901455045,0.0,0.0,0,0.9367647058823529,2.1784752603718123,10,1.275436459724452,2.244872983867437,42
u24,0.9,0.9572649572649573,0.19673527262000895,412.5000000000018,0.03445604938364092,5.199999999999998,27,0.4444444444444445,0.45263157894736844,0.0,2.543988144774842,0.034009871958143534,7.1406737659402415,20,0.9545454545454546,1.0,0.0026740764990125124,0.8461538461538461,0.022789268253434563,47.0,42,3,0.5101010101010102,0.2286941458987362,0.7663299663299664,0.8590909090909091,0.5681818181818182,0.3055555555555556,47,880,240.95,1120,0.0,0,0.0,1.5,0.5,2,1.9487179487179487,1.0364811759696277,1.4353868946061243,2.3447792660191973,27,1.3651532600992204,2.081159403082533,20,1.26353169781969,2.2331069721014254,42
u25,0.9666666666666667,0.8669950738916257,0.247018278110585,412.5000000000018,0.03328200846196647,4.963636363636363,29,0.26666666666666666,0.8484848484848485,0.00101010101010101,1.9962319711201975,0.020265596755027884,6.06498337484937,12,0.9545454545454546,1.0,0.003191009604684908,0.9361702127659575,0.020724836163744112,42.0,42,2,0.7,0.3271635932266707,0.7292929292929293,0.9227272727272727,0.5777777777777777,0.05128205128205128,46,781,0.0,781,0.0,0,0.0,0.0,0.0,0,2.65,1.3518505834595773,1.4312222811850124,2.2661542212741574,29,1.4000816993464051,2.1532679006816937,12,1.2992459835339758,2.2164097804042333,42
u27,0.8666666666666667,0.9692307692307692,0.0,50.00000000000026,0.032907246839897784,4.8545454545454545,26,0.24444444444444446,0.8,0.0,2.208179730891554,0.013949676233508141,3.6968310455963302,11,0.9545454545454546,1.0,0.003191009604684908,0.9361702127659575,0.020724836163744112,42.0,42,2,0.7101010101010101,0.3160742915013425,0.6885521885521886,0.8272727272727274,0.5454545454545454,0.08823529411764706,44,1610,0.0,1610,0.0,0,0.0,1.0,0.0,3,1.84,1.0071742649611337,1.4713633136294368,2.3532471076116517,26,1.3364527629233511,2.191876670873536,11,1.275436459724452,2.2356954946899474,42
u30,0.9333333333333333,0.9126984126984127,0.0,412.5000000000018,0.0651428363998316,10.436363636363637,28,0.5555555555555556,0.4066666666666667,0.09267676767676768,3.271858858288264,0.030920001428653414,7.992072314858254,25,0.9545454545454546,1.0,0.00183731814698767,0.7857142857142857,0.02441024086078486,51.0,42,3,0.398989898989899,0.18329058379311966,0.8144781144781145,0.890909090909091,0.5909090909090909,0.325,47,1531,0.0,1531,0.0,0,0.0,3.0,0.0,1,2.933333333333333,1.5040685563571303,1.3305516483701914,2.2865865999251054,28,1.208615605278256,2.06530467465442,25,1.2278174121054044,2.2096637486582016,42
u31,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08888888888888889,1.0,0.0,2.0710528765293676,0.008341595973507674,0.9991305943232552,4,0.9545454545454546,1.0,0.0026422542294931442,0.88,0.021960953904323042,45.0,42,1,0.9545454545454546,0.43055771958209554,0.3478114478114478,0.0,0.0,0.0,42,1612,262.45,2745,0.0,0,0.0,0.0,0.0,0,2.5,1.5545631755148024,0.0,0.0,0,1.5481927710843375,2.353331643573279,4,1.2992459835339758,2.2199812089756614,42
u32,0.8333333333333334,0.9966666666666667,0.00617475908089377,412.5000000000018,0.02044767280004331,2.727272727272726,25,0.5777777777777778,0.4707692307692308,0.09015151515151515,3.4431062752711012,0.038901797543405274,12.005895890329192,26,0.9545454545454546,1.0,0.00311550371522553,0.88,0.02121771133654133,43.0,42,2,0.37676767676767675,0.1570403000509965,0.7885521885521886,0.7954545454545455,0.5227272727272727,0.4166666666666667,45,1241,0.0,1241,0.0,0,0.0,2.3333333333333335,1.247219128924647,3,2.4696969696969697,1.5197657013370562,1.3568845128412812,2.345266036205162,25,1.1306776556776557,2.2662137132581948,26,1.2436904279784204,2.2207027096971625,42
u33,0.9,0.905982905982906,0.9633103096936969,412.5000000000018,0.024411237663459054,3.418181818181818,27,0.0,0.0,0.0,0.0,0.0,0.0,0,0.045454545454545456,0.0,0.04545454545454548,0.5057471264367817,0.01043642861218171,2.0,2,1,0.9,0.41396645725452696,0.3151515151515151,0.04090909090909091,0.07407407407407407,0.0,27,1310,0.0,1310,0.0,0,0.0,1.5714285714285714,0.7284313590846835,7,2.896551724137931,1.0937070018726693,1.442000651219881,2.35998032719727,27,0.0,0.0,0,1.0,2.1,2
u34,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5777777777777778,0.5015384615384615,0.014141414141414142,3.0518392462854957,0.04438133371950821,14.111027118713283,26,0.9545454545454546,1.0,0.002103724796469868,0.8,0.024000228473687532,50.0,42,2,0.9545454545454546,0.3925611159133382,0.5107744107744109,0.0,0.0,0.0,44,828,0.0,828,0.0,0,0.0,0.0,0.0,0,2.0,1.4142135623730951,0.0,0.0,0,1.2441769015298427,2.2696804388403047,26,1.299245983533976,2.2318859708804237,42
u35,0.0,0.0,0.0,0.0,0.0,0.0,0,0.37777777777777777,0.7205882352941176,0.0,1.7010416704385354,0.03234416196084814,10.248232778721269,17,0.9545454545454546,1.0,0.002103724796469868,0.8,0.024000228473687532,50.0,42,2,0.9545454545454546,0.39250393163495656,0.4441077441077441,0.0,0.0,0.0,43,1612,0.0,1612,0.0,0,0.0,1.0,0.0,2,2.41025641025641,1.5806189751202502,0.0,0.0,0,1.10874114351623,2.1720470305540727,17,1.275436459724452,2.222117961112414,42
u36,0.26666666666666666,1.0,2.1487095467414927,412.5000000000018,0.0050847612538431584,0.0181818181818181,8,0.2,0.6666666666666666,0.30757575757575756,3.721670389098503,0.00877210445684023,1.4953589756338623,9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.26666666666666666,0.11331154474650633,0.15555555555555556,0.0,0.0,0.13333333333333333,15,1827,7.7,1825,0.0,0,0.0,1.25,0.4330127018922193,5,1.4107142857142858,0.7506374841779894,1.4154654331612164,2.4251074033952316,8,1.6695671575189648,2.2466773283548425,9,0.0,0.0,0
u39,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22222222222222224,0.9333333333333333,0.04242424242424243,2.938169576492376,0.0116187760019506,3.0124343279272106,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.22222222222222224,0.10475656017578483,0.07407407407407408,0.0,0.0,0.0,10,534,0.0,534,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,1.0583333333333333,2.2836267755233273,10,0.0,0.0,0
u41,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8,0.3634920634920635,0.029292929292929294,3.1581555806010857,0.05241654597001185,15.51569903887496,36,0.9545454545454546,1.0,0.0018946251810388903,0.8,0.023993331563369687,50.0,42,2,0.9545454545454546,0.41833550096570543,0.5848484848484848,0.0,0.0,0.0,45,1100,0.0,1100,0.0,0,0.0,0.0,0.0,0,2.0,0.7385489458759964,0.0,0.0,0,1.2858714034475904,2.133578422634837,36,1.2992459835339758,2.2318859708804237,42
u42,0.26666666666666666,1.0,8.614593111537895,412.5000000000018,0.004975124378427354,0.0,8,0.4666666666666667,0.5952380952380952,0.023989898989898988,3.135265466966565,0.03784319674642258,12.130656655435063,21,0.9545454545454546,1.0,0.002103724796469868,0.8,0.024000228473687532,50.0,42,2,0.687878787878788,0.2889065474577599,0.5626262626262627,0.2545454545454546,0.16279069767441862,0.07407407407407407,45,1084,0.0,1084,0.0,0,0.0,2.25,0.4330127018922193,4,3.2413793103448274,1.5006934584130303,0.8891369047619048,2.1075048523048725,8,1.0165999733226623,2.1465790179976914,21,1.2456745549625474,2.2023293206341186,42
u43,0.9,0.9116809116809117,0.14142555534652115,412.5000000000018,0.0333920164788076,4.927272727272724,27,0.24444444444444446,0.43636363636363634,0.33484848484848484,3.721670389098503,0.011240589472433577,2.4148954471445383,11,0.9545454545454546,1.0,0.003191009604684908,0.9361702127659575,0.020724836163744112,42.0,42,2,0.7101010101010101,0.3226576681902626,0.6996632996632997,0.8590909090909091,0.6046511627906976,0.1875,44,1246,0.0,1246,0.0,0,0.0,2.0,0.0,1,1.8831168831168832,1.1045834376605155,1.3586673178865478,2.302892204591906,27,1.3674242424242424,2.077385721467603,11,1.2516269359149281,2.234668902234784,42
u44,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17777777777777778,0.5357142857142857,0.08409090909090909,3.442186531275139,0.009767157790824295,1.9024774966929048,8,0.9545454545454546,1.0,0.0026740764990125124,0.8461538461538461,0.022789268253434563,47.0,42,1,0.9545454545454546,0.4144782512369614,0.37744107744107747,0.0,0.0,0.0,42,1470,0.0,1470,0.0,0,0.0,1.75,0.4330127018922193,4,2.0344827586206895,1.368347235809943,0.0,0.0,0,1.40625,2.2673384823736455,8,1.2575793168673093,2.231064952818026,42
u45,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4444444444444445,0.6421052631578947,0.012121212121212121,2.6344621647293653,0.029774417124828825,9.395316364431169,20,0.9545454545454546,1.0,0.002103724796469868,0.8,0.024000228473687532,50.0,42,2,0.9545454545454546,0.38999870790341373,0.4663299663299663,0.0,0.0,0.0,43,945,0.0,945,0.0,0,0.0,1.0,0.0,1,3.1785714285714284,1.753640528170131,0.0,0.0,0,1.1924299719887954,2.212598999829986,20,1.275436459724452,2.203824746390628,42
u46,0.9333333333333333,0.9074074074074074,0.007537875272716128,412.5000000000018,0.04000117933054938,6.090909090909089,28,0.13333333333333333,0.8,0.0030303030303030303,3.096871371033812,0.010616509063992344,1.4620200975106208,6,0.9545454545454546,1.0,0.0018946251810388903,0.8,0.023993331563369687,50.0,42,2,0.8212121212121213,0.38222147478945434,0.6737373737373739,0.890909090909091,0.5555555555555556,0.13333333333333333,45,1512,226.06666666666666,2976,0.0,0,0.0,2.0,0.0,2,2.696969696969697,1.1930314960623956,1.4109087912273341,2.2846965257136023,28,1.1987951807228916,2.169392812887237,6,1.2516269359149284,2.2152914542859072,42
u47,0.6,0.9215686274509803,7.437530990632424,412.5000000000018,0.006624147462561519,0.2909090909090902,18,0.33333333333333337,0.6666666666666666,0.06111111111111111,3.008641549482553,0.019247343381301414,5.533860989685981,15,0.9545454545454546,1.0,0.0026740764990125124,0.8461538461538461,0.022789268253434563,47.0,42,2,0.6212121212121212,0.25445324608545306,0.6292929292929293,0.5727272727272728,0.36363636363636365,0.13793103448275862,45,1394,471.45,970,0.0,0,0.0,3.0,0.0,2,1.9230769230769231,1.2064913185660093,1.4386195575954612,2.225839689608804,18,1.1867320261437908,2.4030157086309534,15,1.2278174121054044,2.2337174727119256,42
u49,0.8666666666666667,0.9846153846153847,0.0,50.00000000000026,0.030467145569206835,4.436363636363636,26,0.11111111111111112,0.9,0.0030303030303030303,3.7047374395765322,0.008655504672273124,1.2905289234442703,5,0.9545454545454546,1.0,0.003191009604684908,0.9361702127659575,0.020724836163744112,42.0,42,2,0.8434343434343434,0.3785892483321662,0.6441077441077442,0.8272727272727274,0.5454545454545454,0.14814814814814814,45,2180,2817.883333333333,3017,0.0,0,0.0,2.235294117647059,0.7299808027053445,17,3.360655737704918,1.4375843454684427,1.3469289244891653,2.3066932873251704,26,1.6052208835341364,2.354365511385036,5,1.2460246950185696,2.1994894056969736,42
u50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4666666666666667,0.43333333333333335,0.0808080808080808,3.3988765941353294,0.02298881721019031,5.898648392992635,21,0.9545454545454546,1.0,0.0026740764990125124,0.8461538461538461,0.022789268253434563,47.0,42,2,0.9545454545454546,0.38972362204704925,0.4737373737373738,0.0,0.0,0.0,45,994,13.6,980,0.0,0,0.0,2.0,0.0,1,2.0,0.0,0.0,0.0,0,1.1338294353886131,1.9912165700228588,21,1.2516269359149281,2.2318859708804237,42
u51,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6222222222222222,0.4470899470899471,0.1159090909090909,3.3541848787683195,0.0411895512116601,12.621429425322358,28,0.9545454545454546,1.0,0.002103724796469868,0.8,0.024000228473687532,50.0,42,2,0.9545454545454546,0.39563679322248047,0.5255892255892256,0.0,0.0,0.0,45,2215,78.13333333333334,2169,0.0,0,0.0,1.0,0.0,8,1.4318181818181819,0.6874765210115534,0.0,0.0,0,1.2246918044326165,2.2435465839862414,28,1.275436459724452,2.245414109408562,42
u52,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9545454545454546,1.0,0.0018946251810388903,0.8,0.023993331563369687,50.0,42,1,0.9545454545454546,0.44997704257325755,0.3181818181818182,0.0,0.0,0.0,42,1818,252.46666666666667,1597,0.0,0,0.0,2.0,1.0,2,2.4634146341463414,1.5157315061745706,0.0,0.0,0,0.0,0.0,0,1.2516269359149281,2.2208522891150344,42
u53,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.6666666666666666,0.0,2.6576674031161205,0.01423897556302292,2.7309434836903614,9,0.9545454545454546,1.0,0.0026169150320907108,0.8627450980392157,0.022372446418483165,46.0,42,1,0.9545454545454546,0.41102796171017575,0.38484848484848483,0.0,0.0,0.0,42,1477,1.3333333333333333,1473,0.0,0,0.0,1.6666666666666667,0.4714045207910317,3,1.5526315789473684,0.9089429494300285,0.0,0.0,0,1.1388888888888888,1.873951112744216,9,1.2595634438514363,2.242537599953105,42
