type,src_layer,dst_layer,u,v,weight
intra,phy,phy,u04,u15,0.5454545454545454
intra,phy,phy,u04,u16,0.7090909090909091
intra,phy,phy,u04,u18,0.1818181818181818
intra,phy,phy,u04,u19,0.4727272727272727
intra,phy,phy,u04,u30,1.0
intra,phy,phy,u04,u32,0.1818181818181818
intra,phy,phy,u04,u36,0.0
intra,phy,phy,u04,u47,0.109090909090909
intra,phy,phy,u04,u49,0.1454545454545454
intra,phy,phy,u04,u54,0.2363636363636363
intra,phy,phy,u04,u59,0.2909090909090909
intra,phy,phy,u30,u25,0.8181818181818182
intra,phy,phy,u30,u43,0.2363636363636363
intra,phy,phy,u30,u15,0.4181818181818181
intra,phy,phy,u30,u16,0.5636363636363636
intra,phy,phy,u30,u19,0.5636363636363636
intra,phy,phy,u30,u54,0.4363636363636363
intra,phy,phy,u30,u01,0.3272727272727272
intra,phy,phy,u30,u02,0.4181818181818181
intra,phy,phy,u30,u10,0.2181818181818181
intra,phy,phy,u30,u12,0.0727272727272727
intra,phy,phy,u30,u14,0.3636363636363636
intra,phy,phy,u30,u18,0.2181818181818181
intra,phy,phy,u30,u32,0.1636363636363636
intra,phy,phy,u30,u47,0.0181818181818181
intra,phy,phy,u30,u49,0.3636363636363636
intra,phy,phy,u30,u59,0.3454545454545454
intra,phy,phy,u14,u25,0.0727272727272727
intra,phy,phy,u14,u43,0.0
intra,phy,phy,u14,u15,0.0181818181818181
intra,phy,phy,u14,u16,0.109090909090909
intra,phy,phy,u14,u19,0.1454545454545454
intra,phy,phy,u14,u54,0.1636363636363636
intra,phy,phy,u14,u12,0.0
intra,phy,phy,u14,u01,0.0363636363636363
intra,phy,phy,u14,u02,0.1818181818181818
intra,phy,phy,u14,u10,0.1454545454545454
intra,phy,phy,u14,u18,0.109090909090909
intra,phy,phy,u14,u32,0.0909090909090909
intra,phy,phy,u14,u47,0.0
intra,phy,phy,u14,u49,0.0909090909090909
intra,phy,phy,u14,u59,0.1454545454545454
intra,phy,phy,u01,u25,0.3090909090909091
intra,phy,phy,u01,u43,0.109090909090909
intra,phy,phy,u01,u36,0.0
intra,phy,phy,u01,u15,0.2363636363636363
intra,phy,phy,u01,u16,0.0545454545454545
intra,phy,phy,u01,u19,0.0545454545454545
intra,phy,phy,u01,u54,0.1454545454545454
intra,phy,phy,u01,u12,0.0
intra,phy,phy,u01,u02,0.2545454545454545
intra,phy,phy,u01,u10,0.1818181818181818
intra,phy,phy,u01,u18,0.1454545454545454
intra,phy,phy,u01,u32,0.0
intra,phy,phy,u01,u47,0.0
intra,phy,phy,u01,u49,0.1818181818181818
intra,phy,phy,u01,u59,0.2363636363636363
intra,phy,phy,u02,u25,0.0909090909090909
intra,phy,phy,u02,u43,0.2545454545454545
intra,phy,phy,u02,u15,0.2727272727272727
intra,phy,phy,u02,u16,0.5818181818181818
intra,phy,phy,u02,u19,0.2727272727272727
intra,phy,phy,u02,u54,0.2545454545454545
intra,phy,phy,u02,u12,0.0
intra,phy,phy,u02,u18,0.2
intra,phy,phy,u02,u10,0.1818181818181818
intra,phy,phy,u02,u32,0.2545454545454545
intra,phy,phy,u02,u49,0.109090909090909
intra,phy,phy,u02,u59,0.4181818181818181
intra,phy,phy,u10,u25,0.4
intra,phy,phy,u10,u43,0.2181818181818181
intra,phy,phy,u10,u36,0.0
intra,phy,phy,u10,u15,0.0181818181818181
intra,phy,phy,u10,u16,0.109090909090909
intra,phy,phy,u10,u19,0.0545454545454545
intra,phy,phy,u10,u54,0.0363636363636363
intra,phy,phy,u10,u12,0.3454545454545454
intra,phy,phy,u10,u18,0.0727272727272727
intra,phy,phy,u10,u59,0.1636363636363636
intra,phy,phy,u10,u32,0.0181818181818181
intra,phy,phy,u10,u47,0.0181818181818181
intra,phy,phy,u10,u49,0.2727272727272727
intra,phy,phy,u43,u25,0.0181818181818181
intra,phy,phy,u43,u12,0.0545454545454545
intra,phy,phy,u43,u15,0.509090909090909
intra,phy,phy,u43,u16,0.3090909090909091
intra,phy,phy,u43,u18,0.0727272727272727
intra,phy,phy,u43,u19,0.0
intra,phy,phy,u43,u32,0.109090909090909
intra,phy,phy,u43,u47,0.0181818181818181
intra,phy,phy,u43,u49,0.2909090909090909
intra,phy,phy,u43,u54,0.109090909090909
intra,phy,phy,u43,u59,0.509090909090909
intra,phy,phy,u36,u25,0.0
intra,phy,phy,u36,u16,0.0
intra,phy,phy,u36,u59,0.0181818181818181
intra,phy,phy,u54,u25,0.0727272727272727
intra,phy,phy,u54,u15,0.2
intra,phy,phy,u54,u16,0.1818181818181818
intra,phy,phy,u54,u19,0.0909090909090909
intra,phy,phy,u54,u12,0.0363636363636363
intra,phy,phy,u54,u18,0.1454545454545454
intra,phy,phy,u54,u32,0.0545454545454545
intra,phy,phy,u54,u49,0.0909090909090909
intra,phy,phy,u54,u59,0.2
intra,phy,phy,u12,u25,0.0181818181818181
intra,phy,phy,u12,u15,0.0
intra,phy,phy,u12,u16,0.0545454545454545
intra,phy,phy,u12,u19,0.0363636363636363
intra,phy,phy,u12,u18,0.0545454545454545
intra,phy,phy,u12,u49,0.0181818181818181
intra,phy,phy,u12,u59,0.0727272727272727
intra,phy,phy,u59,u25,0.2545454545454545
intra,phy,phy,u59,u15,0.5454545454545454
intra,phy,phy,u59,u16,0.4909090909090909
intra,phy,phy,u59,u19,0.1454545454545454
intra,phy,phy,u59,u18,0.1818181818181818
intra,phy,phy,u59,u32,0.1818181818181818
intra,phy,phy,u59,u47,0.0363636363636363
intra,phy,phy,u59,u49,0.4545454545454545
intra,phy,phy,u32,u25,0.0
intra,phy,phy,u32,u15,0.0727272727272727
intra,phy,phy,u32,u16,0.2181818181818181
intra,phy,phy,u32,u19,0.1636363636363636
intra,phy,phy,u32,u18,0.0909090909090909
intra,phy,phy,u32,u49,0.0545454545454545
intra,phy,phy,u25,u15,0.0909090909090909
intra,phy,phy,u25,u16,0.109090909090909
intra,phy,phy,u25,u18,0.0727272727272727
intra,phy,phy,u25,u19,0.109090909090909
intra,phy,phy,u25,u47,0.0
intra,phy,phy,u25,u49,0.1636363636363636
intra,phy,phy,u15,u16,0.6
intra,phy,phy,u15,u18,0.2
intra,phy,phy,u15,u19,0.0909090909090909
intra,phy,phy,u15,u47,0.0181818181818181
intra,phy,phy,u15,u49,0.4363636363636363
intra,phy,phy,u16,u18,0.1636363636363636
intra,phy,phy,u16,u19,0.1636363636363636
intra,phy,phy,u16,u47,0.0
intra,phy,phy,u16,u49,0.1818181818181818
intra,phy,phy,u19,u18,0.1818181818181818
intra,phy,phy,u19,u49,0.2727272727272727
intra,phy,phy,u18,u47,0.0363636363636363
intra,phy,phy,u18,u49,0.0727272727272727
intra,beh,beh,u44,u02,0.1494417471986514
intra,beh,beh,u44,u18,0.0396244094317839
intra,beh,beh,u44,u30,0.1948431548497537
intra,beh,beh,u44,u32,0.3191956046597569
intra,beh,beh,u44,u34,0.2929373517031944
intra,beh,beh,u44,u41,0.3936636252737222
intra,beh,beh,u44,u42,0.0372681474910376
intra,beh,beh,u44,u53,0.4755034560850047
intra,beh,beh,u32,u15,0.698237782856224
intra,beh,beh,u32,u24,0.202333770936087
intra,beh,beh,u32,u30,0.2972150237085279
intra,beh,beh,u32,u01,0.5838566035434741
intra,beh,beh,u32,u04,0.7328180281855816
intra,beh,beh,u32,u05,0.6100305620212378
intra,beh,beh,u32,u07,0.4097780506271539
intra,beh,beh,u32,u09,0.7131511356548095
intra,beh,beh,u32,u14,0.4420087339889296
intra,beh,beh,u32,u16,0.5620493254115055
intra,beh,beh,u32,u17,0.5283230888977498
intra,beh,beh,u32,u18,0.0538595971159235
intra,beh,beh,u32,u20,0.4240614524310889
intra,beh,beh,u32,u22,0.0231732704863835
intra,beh,beh,u32,u25,0.3879614783059775
intra,beh,beh,u32,u27,0.4177575299881834
intra,beh,beh,u32,u34,0.6990665428915128
intra,beh,beh,u32,u42,0.5585355898525242
intra,beh,beh,u32,u41,0.540080249546295
intra,beh,beh,u32,u47,0.5345745620076235
intra,beh,beh,u32,u35,0.4825792908806848
intra,beh,beh,u32,u45,0.4677981765153026
intra,beh,beh,u32,u43,0.4670481124382632
intra,beh,beh,u32,u51,0.4499490909768716
intra,beh,beh,u32,u39,0.4004532364015196
intra,beh,beh,u30,u59,0.1337759407249117
intra,beh,beh,u30,u15,0.5474040526248544
intra,beh,beh,u30,u24,0.216373806377077
intra,beh,beh,u30,u00,0.3468022160712413
intra,beh,beh,u30,u03,0.5542160669288064
intra,beh,beh,u30,u04,0.5648944306498058
intra,beh,beh,u30,u08,0.1342307649961784
intra,beh,beh,u30,u10,0.4732005794796065
intra,beh,beh,u30,u13,0.1658538604170152
intra,beh,beh,u30,u14,0.4399804384324624
intra,beh,beh,u30,u16,0.453635137816995
intra,beh,beh,u30,u17,0.5399267017309045
intra,beh,beh,u30,u18,0.3176044204894825
intra,beh,beh,u30,u19,0.1396546642207402
intra,beh,beh,u30,u20,0.421479729080444
intra,beh,beh,u30,u22,0.1705309939486428
intra,beh,beh,u30,u41,0.6162004086658457
intra,beh,beh,u30,u34,0.3576792759148383
intra,beh,beh,u30,u53,0.3074042584170927
intra,beh,beh,u30,u51,0.1883252580139212
intra,beh,beh,u30,u56,0.1562379255430889
intra,beh,beh,u30,u45,0.1393351107191849
intra,beh,beh,u30,u36,0.115268095036832
intra,beh,beh,u47,u09,0.5768846590586937
intra,beh,beh,u47,u17,0.3742918930112009
intra,beh,beh,u47,u25,0.4550344992597024
intra,beh,beh,u47,u27,0.2997740220757831
intra,beh,beh,u47,u34,0.4822386481024756
intra,beh,beh,u47,u35,0.3634682341596352
intra,beh,beh,u47,u41,0.3566946159048215
intra,beh,beh,u47,u42,0.5006697615956084
intra,beh,beh,u47,u43,0.1718735699459685
intra,beh,beh,u47,u45,0.5154030418456339
intra,beh,beh,u47,u51,0.5763450166797194
intra,beh,beh,u47,u50,0.1396192785393865
intra,beh,beh,u47,u56,0.0937454866289576
intra,beh,beh,u47,u58,0.0932437008707715
intra,beh,beh,u39,u23,0.2529334620140168
intra,beh,beh,u39,u25,0.2617139404864592
intra,beh,beh,u39,u34,0.6403623167285037
intra,beh,beh,u39,u35,0.3573280434917353
intra,beh,beh,u39,u42,0.424500901300275
intra,beh,beh,u39,u45,0.2341350410912696
intra,beh,beh,u39,u41,0.225396122201776
intra,beh,beh,u39,u50,0.1605112335971603
intra,beh,beh,u39,u51,0.0551000306144949
intra,beh,beh,u12,u59,0.4049756166955088
intra,beh,beh,u12,u15,0.1991500013520645
intra,beh,beh,u12,u24,0.477788179920358
intra,beh,beh,u12,u00,0.7083444209810587
intra,beh,beh,u12,u02,0.6288409005829608
intra,beh,beh,u12,u08,0.6002703915271561
intra,beh,beh,u12,u13,0.6113971870124535
intra,beh,beh,u12,u46,0.3456053822296575
intra,beh,beh,u12,u41,0.2729075884710178
intra,beh,beh,u12,u50,0.2469196777497015
intra,beh,beh,u12,u31,0.2423938100306233
intra,beh,beh,u12,u18,0.1906184071155266
intra,beh,beh,u12,u51,0.1693381497501784
intra,beh,beh,u25,u50,0.2477484521868732
intra,beh,beh,u25,u17,0.3242300227071968
intra,beh,beh,u25,u23,0.3797721859688274
intra,beh,beh,u25,u42,0.9306765286829854
intra,beh,beh,u25,u35,0.8076545586879055
intra,beh,beh,u25,u34,0.782758040507127
intra,beh,beh,u25,u45,0.6276503394480697
intra,beh,beh,u25,u51,0.5450703865585581
intra,beh,beh,u25,u58,0.3147129420496872
intra,beh,beh,u53,u24,0.2567942083426978
intra,beh,beh,u53,u13,0.2289888417622997
intra,beh,beh,u53,u18,0.3231416971419961
intra,beh,beh,u53,u20,0.3334531335070375
intra,beh,beh,u53,u22,0.3211652555058383
intra,beh,beh,u53,u41,0.3626174700641289
intra,beh,beh,u53,u43,0.1218751628642656
intra,beh,beh,u56,u59,0.039428137296682
intra,beh,beh,u56,u24,0.3558167025993985
intra,beh,beh,u56,u08,0.2052107209011799
intra,beh,beh,u56,u36,0.0484629390309922
intra,beh,beh,u56,u49,0.0062828216287304
intra,beh,beh,u23,u50,0.371271179338881
intra,beh,beh,u23,u35,0.7934174545962722
intra,beh,beh,u23,u42,0.7066004199305044
intra,beh,beh,u23,u51,0.5768166974600462
intra,beh,beh,u23,u34,0.4767353400595391
intra,beh,beh,u23,u58,0.4577640783258044
intra,beh,beh,u23,u45,0.4490390538276435
intra,beh,beh,u23,u41,0.3806314974422582
intra,beh,beh,u42,u15,0.701871677605588
intra,beh,beh,u42,u27,0.4016139576742851
intra,beh,beh,u42,u50,0.4023833410333551
intra,beh,beh,u42,u01,0.4708640728221596
intra,beh,beh,u42,u05,0.6720060708802271
intra,beh,beh,u42,u09,0.5628224801133417
intra,beh,beh,u42,u16,0.5299879269491065
intra,beh,beh,u42,u17,0.5171885016345761
intra,beh,beh,u42,u20,0.3074152313056474
intra,beh,beh,u42,u34,0.8305714276315578
intra,beh,beh,u42,u35,1.0
intra,beh,beh,u42,u41,0.4867208643365409
intra,beh,beh,u42,u45,0.7711043646307045
intra,beh,beh,u42,u51,0.7517421649113203
intra,beh,beh,u42,u58,0.5661132250537165
intra,beh,beh,u07,u15,0.4082832222705715
intra,beh,beh,u07,u09,0.5410020655742838
intra,beh,beh,u07,u20,0.4679250645371178
intra,beh,beh,u07,u16,0.465196981413377
intra,beh,beh,u07,u41,0.464976317879491
intra,beh,beh,u07,u43,0.4171117232558344
intra,beh,beh,u07,u34,0.3893268290668221
intra,beh,beh,u07,u14,0.3441832393400291
intra,beh,beh,u07,u17,0.3344760263950691
intra,beh,beh,u16,u15,0.573988007552871
intra,beh,beh,u16,u03,0.5591621374007378
intra,beh,beh,u16,u45,0.469222235499642
intra,beh,beh,u16,u20,0.3948744340796345
intra,beh,beh,u16,u41,0.6163918757199367
intra,beh,beh,u16,u05,0.5050781605973661
intra,beh,beh,u16,u01,0.473681920853061
intra,beh,beh,u16,u09,0.5668752131112627
intra,beh,beh,u16,u14,0.5387739046955946
intra,beh,beh,u16,u51,0.5526565963644664
intra,beh,beh,u16,u35,0.5242411618511881
intra,beh,beh,u16,u34,0.5235896901558386
intra,beh,beh,u16,u17,0.4751239540137869
intra,beh,beh,u05,u15,0.6828040993425029
intra,beh,beh,u05,u03,0.6305314498739912
intra,beh,beh,u05,u45,0.572263377950415
intra,beh,beh,u05,u41,0.6469474664042075
intra,beh,beh,u05,u01,0.5088488345342194
intra,beh,beh,u05,u04,0.5819406906699467
intra,beh,beh,u05,u34,0.685901505260022
intra,beh,beh,u05,u09,0.640277019026771
intra,beh,beh,u05,u35,0.6390043983181204
intra,beh,beh,u05,u51,0.5483890497973218
intra,beh,beh,u34,u15,0.8053246803743692
intra,beh,beh,u34,u27,0.3471866845354449
intra,beh,beh,u34,u50,0.4631416374367868
intra,beh,beh,u34,u45,0.6053471026656114
intra,beh,beh,u34,u20,0.447186020475192
intra,beh,beh,u34,u41,0.6024581179796215
intra,beh,beh,u34,u01,0.5991296350469073
intra,beh,beh,u34,u04,0.7222946179792116
intra,beh,beh,u34,u09,0.5620314194877768
intra,beh,beh,u34,u14,0.3726126244865472
intra,beh,beh,u34,u17,0.6662850888605675
intra,beh,beh,u34,u22,0.0400401994330099
intra,beh,beh,u34,u35,0.7468675560027415
intra,beh,beh,u34,u51,0.6134000250776876
intra,beh,beh,u34,u58,0.3565547408503779
intra,beh,beh,u54,u59,0.0011671414721544
intra,beh,beh,u46,u59,0.1881614145960543
intra,beh,beh,u46,u50,0.0326996714880647
intra,beh,beh,u46,u02,0.2906300111150089
intra,beh,beh,u46,u08,0.2872346467853058
intra,beh,beh,u46,u31,0.3176889712965295
intra,beh,beh,u43,u27,0.2240360902164206
intra,beh,beh,u43,u50,0.0465671996132367
intra,beh,beh,u43,u41,0.1509409736890534
intra,beh,beh,u43,u09,0.593608539920813
intra,beh,beh,u43,u19,0.1580776201877081
intra,beh,beh,u43,u36,0.0
intra,beh,beh,u43,u51,0.0637564550129744
intra,beh,beh,u49,u59,0.2444306687748378
intra,beh,beh,u49,u24,0.4122619022694074
intra,beh,beh,u49,u10,0.3336611392263557
intra,beh,beh,u49,u08,0.293892391544939
intra,beh,beh,u31,u59,0.2486535332130949
intra,beh,beh,u31,u02,0.1903942797830075
intra,beh,beh,u36,u59,0.1300608092735603
intra,beh,beh,u36,u24,0.4061494797123845
intra,beh,beh,u36,u50,0.0843307843879562
intra,beh,beh,u36,u10,0.3630835760644792
intra,beh,beh,u36,u41,0.1900136642790641
intra,beh,beh,u36,u51,0.1579896278485938
