type,src_layer,dst_layer,u,v,weight
intra,phy,phy,u07,u09,0.23636363636363636
intra,phy,phy,u07,u10,0.2909090909090909
intra,phy,phy,u07,u14,0.14545454545454545
intra,phy,phy,u07,u15,0.23636363636363636
intra,phy,phy,u07,u16,0.2
intra,phy,phy,u07,u18,0.10909090909090909
intra,phy,phy,u07,u19,0.05454545454545454
intra,phy,phy,u07,u22,0.2727272727272727
intra,phy,phy,u07,u24,0.18181818181818182
intra,phy,phy,u07,u25,0.3090909090909091
intra,phy,phy,u07,u27,0.10909090909090909
intra,phy,phy,u07,u30,0.5454545454545454
intra,phy,phy,u07,u32,0.09090909090909091
intra,phy,phy,u07,u33,0.4
intra,phy,phy,u07,u43,0.21818181818181817
intra,phy,phy,u07,u46,0.21818181818181817
intra,phy,phy,u07,u49,0.03636363636363636
intra,phy,phy,u07,u54,0.14545454545454545
intra,phy,phy,u07,u57,0.6545454545454545
intra,phy,phy,u07,u59,0.2545454545454545
intra,phy,phy,u08,u01,0.07272727272727272
intra,phy,phy,u08,u02,0.10909090909090909
intra,phy,phy,u08,u04,0.23636363636363636
intra,phy,phy,u08,u05,0.21818181818181817
intra,phy,phy,u08,u07,0.05454545454545454
intra,phy,phy,u08,u09,0.16363636363636364
intra,phy,phy,u08,u10,0.16363636363636364
intra,phy,phy,u08,u14,0.14545454545454545
intra,phy,phy,u08,u15,0.18181818181818182
intra,phy,phy,u08,u16,0.09090909090909091
intra,phy,phy,u08,u18,0.10909090909090909
intra,phy,phy,u08,u19,0.14545454545454545
intra,phy,phy,u08,u22,0.05454545454545454
intra,phy,phy,u08,u24,0.05454545454545454
intra,phy,phy,u08,u25,0.07272727272727272
intra,phy,phy,u08,u27,0.10909090909090909
intra,phy,phy,u08,u30,0.16363636363636364
intra,phy,phy,u08,u32,0.05454545454545454
intra,phy,phy,u08,u33,0.09090909090909091
intra,phy,phy,u08,u43,0.01818181818181818
intra,phy,phy,u08,u46,0.21818181818181817
intra,phy,phy,u08,u49,0.03636363636363636
intra,phy,phy,u08,u54,0.2
intra,phy,phy,u08,u57,0.05454545454545454
intra,phy,phy,u08,u59,0.12727272727272726
intra,phy,phy,u09,u01,0.16363636363636364
intra,phy,phy,u09,u02,0.4
intra,phy,phy,u09,u04,0.509090909090909
intra,phy,phy,u09,u05,0.18181818181818182
intra,phy,phy,u09,u07,0.23636363636363636
intra,phy,phy,u09,u08,0.16363636363636364
intra,phy,phy,u09,u10,0.10909090909090909
intra,phy,phy,u09,u12,0.05454545454545454
intra,phy,phy,u09,u14,0.23636363636363636
intra,phy,phy,u09,u15,0.32727272727272727
intra,phy,phy,u09,u16,0.7636363636363637
intra,phy,phy,u09,u18,0.2727272727272727
intra,phy,phy,u09,u19,0.6
intra,phy,phy,u09,u22,0.18181818181818182
intra,phy,phy,u09,u24,0.4909090909090909
intra,phy,phy,u09,u25,0.2909090909090909
intra,phy,phy,u09,u27,0.38181818181818183
intra,phy,phy,u09,u30,0.6363636363636364
intra,phy,phy,u09,u32,0.14545454545454545
intra,phy,phy,u09,u33,0.05454545454545454
intra,phy,phy,u09,u43,0.32727272727272727
intra,phy,phy,u09,u46,0.2545454545454545
intra,phy,phy,u09,u47,0.01818181818181818
intra,phy,phy,u09,u49,0.03636363636363636
intra,phy,phy,u09,u54,0.16363636363636364
intra,phy,phy,u09,u57,0.6727272727272727
intra,phy,phy,u09,u59,0.38181818181818183
intra,phy,phy,u10,u01,0.18181818181818182
intra,phy,phy,u10,u02,0.18181818181818182
intra,phy,phy,u10,u04,0.34545454545454546
intra,phy,phy,u10,u05,0.07272727272727272
intra,phy,phy,u10,u07,0.2909090909090909
intra,phy,phy,u10,u08,0.16363636363636364
intra,phy,phy,u10,u09,0.10909090909090909
intra,phy,phy,u10,u12,0.34545454545454546
intra,phy,phy,u10,u14,0.14545454545454545
intra,phy,phy,u10,u15,0.01818181818181818
intra,phy,phy,u10,u16,0.10909090909090909
intra,phy,phy,u10,u18,0.07272727272727272
intra,phy,phy,u10,u19,0.05454545454545454
intra,phy,phy,u10,u22,0.10909090909090909
intra,phy,phy,u10,u24,0.07272727272727272
intra,phy,phy,u10,u25,0.4
intra,phy,phy,u10,u27,0.2545454545454545
intra,phy,phy,u10,u30,0.21818181818181817
intra,phy,phy,u10,u32,0.01818181818181818
intra,phy,phy,u10,u33,0.41818181818181815
intra,phy,phy,u10,u43,0.21818181818181817
intra,phy,phy,u10,u46,0.21818181818181817
intra,phy,phy,u10,u47,0.01818181818181818
intra,phy,phy,u10,u49,0.2727272727272727
intra,phy,phy,u10,u54,0.03636363636363636
intra,phy,phy,u10,u57,0.2727272727272727
intra,phy,phy,u10,u59,0.16363636363636364
intra,phy,phy,u12,u04,0.01818181818181818
intra,phy,phy,u12,u05,0.01818181818181818
intra,phy,phy,u12,u09,0.05454545454545454
intra,phy,phy,u12,u10,0.34545454545454546
intra,phy,phy,u12,u16,0.05454545454545454
intra,phy,phy,u12,u18,0.05454545454545454
intra,phy,phy,u12,u19,0.03636363636363636
intra,phy,phy,u12,u22,0.07272727272727272
intra,phy,phy,u12,u25,0.01818181818181818
intra,phy,phy,u12,u30,0.07272727272727272
intra,phy,phy,u12,u43,0.05454545454545454
intra,phy,phy,u12,u46,0.01818181818181818
intra,phy,phy,u12,u49,0.01818181818181818
intra,phy,phy,u12,u54,0.03636363636363636
intra,phy,phy,u12,u59,0.07272727272727272
intra,phy,phy,u14,u01,0.03636363636363636
intra,phy,phy,u14,u02,0.18181818181818182
intra,phy,phy,u14,u04,0.10909090909090909
intra,phy,phy,u14,u05,0.2545454545454545
intra,phy,phy,u14,u07,0.14545454545454545
intra,phy,phy,u14,u08,0.14545454545454545
intra,phy,phy,u14,u09,0.23636363636363636
intra,phy,phy,u14,u10,0.14545454545454545
intra,phy,phy,u14,u15,0.01818181818181818
intra,phy,phy,u14,u16,0.10909090909090909
intra,phy,phy,u14,u18,0.10909090909090909
intra,phy,phy,u14,u19,0.14545454545454545
intra,phy,phy,u14,u22,0.01818181818181818
intra,phy,phy,u14,u24,0.05454545454545454
intra,phy,phy,u14,u25,0.07272727272727272
intra,phy,phy,u14,u27,0.09090909090909091
intra,phy,phy,u14,u30,0.36363636363636365
intra,phy,phy,u14,u32,0.09090909090909091
intra,phy,phy,u14,u33,0.07272727272727272
intra,phy,phy,u14,u46,0.18181818181818182
intra,phy,phy,u14,u49,0.09090909090909091
intra,phy,phy,u14,u54,0.16363636363636364
intra,phy,phy,u14,u57,0.01818181818181818
intra,phy,phy,u14,u59,0.14545454545454545
intra,phy,phy,u15,u01,0.23636363636363636
intra,phy,phy,u15,u02,0.2727272727272727
intra,phy,phy,u15,u04,0.5454545454545454
intra,phy,phy,u15,u05,0.21818181818181817
intra,phy,phy,u15,u07,0.23636363636363636
intra,phy,phy,u15,u08,0.18181818181818182
intra,phy,phy,u15,u09,0.32727272727272727
intra,phy,phy,u15,u10,0.01818181818181818
intra,phy,phy,u15,u14,0.01818181818181818
intra,phy,phy,u15,u16,0.6
intra,phy,phy,u15,u18,0.2
intra,phy,phy,u15,u19,0.09090909090909091
intra,phy,phy,u15,u22,0.4
intra,phy,phy,u15,u24,0.38181818181818183
intra,phy,phy,u15,u25,0.09090909090909091
intra,phy,phy,u15,u27,0.14545454545454545
intra,phy,phy,u15,u30,0.41818181818181815
intra,phy,phy,u15,u32,0.07272727272727272
intra,phy,phy,u15,u33,0.05454545454545454
intra,phy,phy,u15,u43,0.509090909090909
intra,phy,phy,u15,u46,0.34545454545454546
intra,phy,phy,u15,u47,0.01818181818181818
intra,phy,phy,u15,u49,0.43636363636363634
intra,phy,phy,u15,u54,0.2
intra,phy,phy,u15,u57,0.34545454545454546
intra,phy,phy,u15,u59,0.5454545454545454
intra,phy,phy,u16,u01,0.05454545454545454
intra,phy,phy,u16,u02,0.5818181818181818
intra,phy,phy,u16,u04,0.7090909090909091
intra,phy,phy,u16,u05,0.21818181818181817
intra,phy,phy,u16,u07,0.2
intra,phy,phy,u16,u08,0.09090909090909091
intra,phy,phy,u16,u09,0.7636363636363637
intra,phy,phy,u16,u10,0.10909090909090909
intra,phy,phy,u16,u12,0.05454545454545454
intra,phy,phy,u16,u14,0.10909090909090909
intra,phy,phy,u16,u15,0.6
intra,phy,phy,u16,u18,0.16363636363636364
intra,phy,phy,u16,u19,0.16363636363636364
intra,phy,phy,u16,u22,0.23636363636363636
intra,phy,phy,u16,u24,0.2545454545454545
intra,phy,phy,u16,u25,0.10909090909090909
intra,phy,phy,u16,u27,0.09090909090909091
intra,phy,phy,u16,u30,0.5636363636363636
intra,phy,phy,u16,u32,0.21818181818181817
intra,phy,phy,u16,u33,0.09090909090909091
intra,phy,phy,u16,u43,0.3090909090909091
intra,phy,phy,u16,u46,0.12727272727272726
intra,phy,phy,u16,u49,0.18181818181818182
intra,phy,phy,u16,u54,0.18181818181818182
intra,phy,phy,u16,u57,0.7636363636363637
intra,phy,phy,u16,u59,0.4909090909090909
intra,phy,phy,u18,u01,0.14545454545454545
intra,phy,phy,u18,u02,0.2
intra,phy,phy,u18,u04,0.18181818181818182
intra,phy,phy,u18,u05,0.01818181818181818
intra,phy,phy,u18,u07,0.10909090909090909
intra,phy,phy,u18,u08,0.10909090909090909
intra,phy,phy,u18,u09,0.2727272727272727
intra,phy,phy,u18,u10,0.07272727272727272
intra,phy,phy,u18,u12,0.05454545454545454
intra,phy,phy,u18,u14,0.10909090909090909
intra,phy,phy,u18,u15,0.2
intra,phy,phy,u18,u16,0.16363636363636364
intra,phy,phy,u18,u19,0.18181818181818182
intra,phy,phy,u18,u22,0.05454545454545454
intra,phy,phy,u18,u24,0.18181818181818182
intra,phy,phy,u18,u25,0.07272727272727272
intra,phy,phy,u18,u27,0.21818181818181817
intra,phy,phy,u18,u30,0.21818181818181817
intra,phy,phy,u18,u32,0.09090909090909091
intra,phy,phy,u18,u43,0.07272727272727272
intra,phy,phy,u18,u46,0.03636363636363636
intra,phy,phy,u18,u47,0.03636363636363636
intra,phy,phy,u18,u49,0.07272727272727272
intra,phy,phy,u18,u54,0.14545454545454545
intra,phy,phy,u18,u57,0.18181818181818182
intra,phy,phy,u18,u59,0.18181818181818182
intra,phy,phy,u19,u01,0.05454545454545454
intra,phy,phy,u19,u02,0.2727272727272727
intra,phy,phy,u19,u04,0.4727272727272727
intra,phy,phy,u19,u05,0.34545454545454546
intra,phy,phy,u19,u07,0.05454545454545454
intra,phy,phy,u19,u08,0.14545454545454545
intra,phy,phy,u19,u09,0.6
intra,phy,phy,u19,u10,0.05454545454545454
intra,phy,phy,u19,u12,0.03636363636363636
intra,phy,phy,u19,u14,0.14545454545454545
intra,phy,phy,u19,u15,0.09090909090909091
intra,phy,phy,u19,u16,0.16363636363636364
intra,phy,phy,u19,u18,0.18181818181818182
intra,phy,phy,u19,u22,0.01818181818181818
intra,phy,phy,u19,u24,0.10909090909090909
intra,phy,phy,u19,u25,0.10909090909090909
intra,phy,phy,u19,u27,0.2
intra,phy,phy,u19,u30,0.5636363636363636
intra,phy,phy,u19,u32,0.16363636363636364
intra,phy,phy,u19,u33,0.05454545454545454
intra,phy,phy,u19,u46,0.07272727272727272
intra,phy,phy,u19,u49,0.2727272727272727
intra,phy,phy,u19,u54,0.09090909090909091
intra,phy,phy,u19,u57,0.21818181818181817
intra,phy,phy,u19,u59,0.14545454545454545
intra,phy,phy,u20,u02,0.01818181818181818
intra,phy,phy,u22,u01,0.09090909090909091
intra,phy,phy,u22,u02,0.32727272727272727
intra,phy,phy,u22,u04,0.3090909090909091
intra,phy,phy,u22,u05,0.03636363636363636
intra,phy,phy,u22,u07,0.2727272727272727
intra,phy,phy,u22,u08,0.05454545454545454
intra,phy,phy,u22,u09,0.18181818181818182
intra,phy,phy,u22,u10,0.10909090909090909
intra,phy,phy,u22,u12,0.07272727272727272
intra,phy,phy,u22,u14,0.01818181818181818
intra,phy,phy,u22,u15,0.4
intra,phy,phy,u22,u16,0.23636363636363636
intra,phy,phy,u22,u18,0.05454545454545454
intra,phy,phy,u22,u19,0.01818181818181818
intra,phy,phy,u22,u24,0.2727272727272727
intra,phy,phy,u22,u25,0.07272727272727272
intra,phy,phy,u22,u27,0.05454545454545454
intra,phy,phy,u22,u30,0.18181818181818182
intra,phy,phy,u22,u32,0.05454545454545454
intra,phy,phy,u22,u33,0.01818181818181818
intra,phy,phy,u22,u43,0.4
intra,phy,phy,u22,u46,0.18181818181818182
intra,phy,phy,u22,u49,0.2
intra,phy,phy,u22,u54,0.12727272727272726
intra,phy,phy,u22,u57,0.38181818181818183
intra,phy,phy,u22,u59,0.34545454545454546
intra,phy,phy,u24,u01,0.14545454545454545
intra,phy,phy,u24,u02,0.2909090909090909
intra,phy,phy,u24,u04,0.32727272727272727
intra,phy,phy,u24,u05,0.14545454545454545
intra,phy,phy,u24,u07,0.18181818181818182
intra,phy,phy,u24,u08,0.05454545454545454
intra,phy,phy,u24,u09,0.4909090909090909
intra,phy,phy,u24,u10,0.07272727272727272
intra,phy,phy,u24,u14,0.05454545454545454
intra,phy,phy,u24,u15,0.38181818181818183
intra,phy,phy,u24,u16,0.2545454545454545
intra,phy,phy,u24,u18,0.18181818181818182
intra,phy,phy,u24,u19,0.10909090909090909
intra,phy,phy,u24,u22,0.2727272727272727
intra,phy,phy,u24,u25,0.18181818181818182
intra,phy,phy,u24,u27,0.4
intra,phy,phy,u24,u30,0.34545454545454546
intra,phy,phy,u24,u32,0.09090909090909091
intra,phy,phy,u24,u33,0.05454545454545454
intra,phy,phy,u24,u43,0.3090909090909091
intra,phy,phy,u24,u46,0.2
intra,phy,phy,u24,u49,0.01818181818181818
intra,phy,phy,u24,u54,0.16363636363636364
intra,phy,phy,u24,u57,0.2545454545454545
intra,phy,phy,u24,u59,0.21818181818181817
intra,phy,phy,u25,u01,0.3090909090909091
intra,phy,phy,u25,u02,0.09090909090909091
intra,phy,phy,u25,u04,0.2909090909090909
intra,phy,phy,u25,u05,0.10909090909090909
intra,phy,phy,u25,u07,0.3090909090909091
intra,phy,phy,u25,u08,0.07272727272727272
intra,phy,phy,u25,u09,0.2909090909090909
intra,phy,phy,u25,u10,0.4
intra,phy,phy,u25,u12,0.01818181818181818
intra,phy,phy,u25,u14,0.07272727272727272
intra,phy,phy,u25,u15,0.09090909090909091
intra,phy,phy,u25,u16,0.10909090909090909
intra,phy,phy,u25,u18,0.07272727272727272
intra,phy,phy,u25,u19,0.10909090909090909
intra,phy,phy,u25,u22,0.07272727272727272
intra,phy,phy,u25,u24,0.18181818181818182
intra,phy,phy,u25,u27,0.32727272727272727
intra,phy,phy,u25,u30,0.8181818181818182
intra,phy,phy,u25,u33,0.34545454545454546
intra,phy,phy,u25,u43,0.01818181818181818
intra,phy,phy,u25,u46,0.2
intra,phy,phy,u25,u49,0.16363636363636364
intra,phy,phy,u25,u54,0.07272727272727272
intra,phy,phy,u25,u57,0.16363636363636364
intra,phy,phy,u25,u59,0.2545454545454545
intra,phy,phy,u27,u01,0.12727272727272726
intra,phy,phy,u27,u02,0.2727272727272727
intra,phy,phy,u27,u04,0.3090909090909091
intra,phy,phy,u27,u05,0.10909090909090909
intra,phy,phy,u27,u07,0.10909090909090909
intra,phy,phy,u27,u08,0.10909090909090909
intra,phy,phy,u27,u09,0.38181818181818183
intra,phy,phy,u27,u10,0.2545454545454545
intra,phy,phy,u27,u14,0.09090909090909091
intra,phy,phy,u27,u15,0.14545454545454545
intra,phy,phy,u27,u16,0.09090909090909091
intra,phy,phy,u27,u18,0.21818181818181817
intra,phy,phy,u27,u19,0.2
intra,phy,phy,u27,u22,0.05454545454545454
intra,phy,phy,u27,u24,0.4
intra,phy,phy,u27,u25,0.32727272727272727
intra,phy,phy,u27,u30,0.2545454545454545
intra,phy,phy,u27,u32,0.03636363636363636
intra,phy,phy,u27,u33,0.14545454545454545
intra,phy,phy,u27,u43,0.03636363636363636
intra,phy,phy,u27,u46,0.4727272727272727
intra,phy,phy,u27,u47,0.01818181818181818
intra,phy,phy,u27,u49,0.05454545454545454
intra,phy,phy,u27,u54,0.16363636363636364
intra,phy,phy,u27,u57,0.2909090909090909
intra,phy,phy,u27,u59,0.18181818181818182
intra,phy,phy,u30,u01,0.32727272727272727
intra,phy,phy,u30,u02,0.41818181818181815
intra,phy,phy,u30,u04,1.0
intra,phy,phy,u30,u05,0.6363636363636364
intra,phy,phy,u30,u07,0.5454545454545454
intra,phy,phy,u30,u08,0.16363636363636364
intra,phy,phy,u30,u09,0.6363636363636364
intra,phy,phy,u30,u10,0.21818181818181817
intra,phy,phy,u30,u12,0.07272727272727272
intra,phy,phy,u30,u14,0.36363636363636365
intra,phy,phy,u30,u15,0.41818181818181815
intra,phy,phy,u30,u16,0.5636363636363636
intra,phy,phy,u30,u18,0.21818181818181817
intra,phy,phy,u30,u19,0.5636363636363636
intra,phy,phy,u30,u22,0.18181818181818182
intra,phy,phy,u30,u24,0.34545454545454546
intra,phy,phy,u30,u25,0.8181818181818182
intra,phy,phy,u30,u27,0.2545454545454545
intra,phy,phy,u30,u32,0.16363636363636364
intra,phy,phy,u30,u33,0.36363636363636365
intra,phy,phy,u30,u43,0.23636363636363636
intra,phy,phy,u30,u46,0.3090909090909091
intra,phy,phy,u30,u47,0.01818181818181818
intra,phy,phy,u30,u49,0.36363636363636365
intra,phy,phy,u30,u54,0.43636363636363634
intra,phy,phy,u30,u57,0.45454545454545453
intra,phy,phy,u30,u59,0.34545454545454546
intra,phy,phy,u32,u02,0.2545454545454545
intra,phy,phy,u32,u04,0.18181818181818182
intra,phy,phy,u32,u05,0.2545454545454545
intra,phy,phy,u32,u07,0.09090909090909091
intra,phy,phy,u32,u08,0.05454545454545454
intra,phy,phy,u32,u09,0.14545454545454545
intra,phy,phy,u32,u10,0.01818181818181818
intra,phy,phy,u32,u14,0.09090909090909091
intra,phy,phy,u32,u15,0.07272727272727272
intra,phy,phy,u32,u16,0.21818181818181817
intra,phy,phy,u32,u18,0.09090909090909091
intra,phy,phy,u32,u19,0.16363636363636364
intra,phy,phy,u32,u22,0.05454545454545454
intra,phy,phy,u32,u24,0.09090909090909091
intra,phy,phy,u32,u27,0.03636363636363636
intra,phy,phy,u32,u30,0.16363636363636364
intra,phy,phy,u32,u33,0.01818181818181818
intra,phy,phy,u32,u43,0.10909090909090909
intra,phy,phy,u32,u46,0.14545454545454545
intra,phy,phy,u32,u49,0.05454545454545454
intra,phy,phy,u32,u54,0.05454545454545454
intra,phy,phy,u32,u57,0.18181818181818182
intra,phy,phy,u32,u59,0.18181818181818182
intra,phy,phy,u33,u01,0.09090909090909091
intra,phy,phy,u33,u02,0.21818181818181817
intra,phy,phy,u33,u04,0.23636363636363636
intra,phy,phy,u33,u05,0.05454545454545454
intra,phy,phy,u33,u07,0.4
intra,phy,phy,u33,u08,0.09090909090909091
intra,phy,phy,u33,u09,0.05454545454545454
intra,phy,phy,u33,u10,0.41818181818181815
intra,phy,phy,u33,u14,0.07272727272727272
intra,phy,phy,u33,u15,0.05454545454545454
intra,phy,phy,u33,u16,0.09090909090909091
intra,phy,phy,u33,u19,0.05454545454545454
intra,phy,phy,u33,u22,0.01818181818181818
intra,phy,phy,u33,u24,0.05454545454545454
intra,phy,phy,u33,u25,0.34545454545454546
intra,phy,phy,u33,u27,0.14545454545454545
intra,phy,phy,u33,u30,0.36363636363636365
intra,phy,phy,u33,u32,0.01818181818181818
intra,phy,phy,u33,u46,0.21818181818181817
intra,phy,phy,u33,u49,0.21818181818181817
intra,phy,phy,u33,u57,0.14545454545454545
intra,phy,phy,u33,u59,0.05454545454545454
intra,phy,phy,u36,u59,0.01818181818181818
intra,phy,phy,u43,u01,0.10909090909090909
intra,phy,phy,u43,u02,0.2545454545454545
intra,phy,phy,u43,u04,0.21818181818181817
intra,phy,phy,u43,u05,0.09090909090909091
intra,phy,phy,u43,u07,0.21818181818181817
intra,phy,phy,u43,u08,0.01818181818181818
intra,phy,phy,u43,u09,0.32727272727272727
intra,phy,phy,u43,u10,0.21818181818181817
intra,phy,phy,u43,u12,0.05454545454545454
intra,phy,phy,u43,u15,0.509090909090909
intra,phy,phy,u43,u16,0.3090909090909091
intra,phy,phy,u43,u18,0.07272727272727272
intra,phy,phy,u43,u22,0.4
intra,phy,phy,u43,u24,0.3090909090909091
intra,phy,phy,u43,u25,0.01818181818181818
intra,phy,phy,u43,u27,0.03636363636363636
intra,phy,phy,u43,u30,0.23636363636363636
intra,phy,phy,u43,u32,0.10909090909090909
intra,phy,phy,u43,u46,0.18181818181818182
intra,phy,phy,u43,u47,0.01818181818181818
intra,phy,phy,u43,u49,0.2909090909090909
intra,phy,phy,u43,u54,0.10909090909090909
intra,phy,phy,u43,u57,0.3090909090909091
intra,phy,phy,u43,u59,0.509090909090909
intra,phy,phy,u46,u01,0.14545454545454545
intra,phy,phy,u46,u02,0.5272727272727272
intra,phy,phy,u46,u04,0.4909090909090909
intra,phy,phy,u46,u05,0.23636363636363636
intra,phy,phy,u46,u07,0.21818181818181817
intra,phy,phy,u46,u08,0.21818181818181817
intra,phy,phy,u46,u09,0.2545454545454545
intra,phy,phy,u46,u10,0.21818181818181817
intra,phy,phy,u46,u12,0.01818181818181818
intra,phy,phy,u46,u14,0.18181818181818182
intra,phy,phy,u46,u15,0.34545454545454546
intra,phy,phy,u46,u16,0.12727272727272726
intra,phy,phy,u46,u18,0.03636363636363636
intra,phy,phy,u46,u19,0.07272727272727272
intra,phy,phy,u46,u22,0.18181818181818182
intra,phy,phy,u46,u24,0.2
intra,phy,phy,u46,u25,0.2
intra,phy,phy,u46,u27,0.4727272727272727
intra,phy,phy,u46,u30,0.3090909090909091
intra,phy,phy,u46,u32,0.14545454545454545
intra,phy,phy,u46,u33,0.21818181818181817
intra,phy,phy,u46,u43,0.18181818181818182
intra,phy,phy,u46,u49,0.32727272727272727
intra,phy,phy,u46,u54,0.16363636363636364
intra,phy,phy,u46,u57,0.2727272727272727
intra,phy,phy,u46,u59,0.32727272727272727
intra,phy,phy,u47,u04,0.10909090909090909
intra,phy,phy,u47,u09,0.01818181818181818
intra,phy,phy,u47,u10,0.01818181818181818
intra,phy,phy,u47,u15,0.01818181818181818
intra,phy,phy,u47,u18,0.03636363636363636
intra,phy,phy,u47,u27,0.01818181818181818
intra,phy,phy,u47,u30,0.01818181818181818
intra,phy,phy,u47,u43,0.01818181818181818
intra,phy,phy,u47,u59,0.03636363636363636
intra,phy,phy,u49,u01,0.18181818181818182
intra,phy,phy,u49,u02,0.10909090909090909
intra,phy,phy,u49,u04,0.14545454545454545
intra,phy,phy,u49,u05,0.10909090909090909
